"cas"	"cluster"
"4522"	"302-79-4"	108
"4523"	"5300-03-8"	108
"4524"	"4759-48-2"	108
"4525"	"638-53-9"	108
"4526"	"544-63-8"	108
"4527"	"106-14-9"	108
"4528"	"141-22-0"	108
"4529"	"147059-75-4"	108
"4530"	"30399-84-9"	108
"4531"	"74772-77-3"	108
"4532"	"112665-43-7"	108
"4533"	"112-37-8"	108
"4534"	"NOCAS_48516"	109
"4535"	"53716-50-0"	109
"4536"	"1744-22-5"	109
"4537"	"77469-98-8"	109
"4538"	"43210-67-9"	109
"4539"	"54965-21-8"	109
"4540"	"31430-18-9"	109
"4541"	"31431-39-7"	109
"4542"	"NOCAS_48518"	109
"4543"	"20559-55-1"	109
"4544"	"17804-35-2"	109
"4545"	"319460-85-0"	109
"4546"	"131-54-4"	109
"4547"	"10605-21-7"	109
"4548"	"90-94-8"	109
"4549"	"103-16-2"	109
"4550"	"NOCAS_48514"	109
"4551"	"23564-06-9"	109
"4552"	"14255-87-9"	109
"4553"	"555-16-8"	110
"4554"	"60875-16-3"	110
"4555"	"3902-71-4"	110
"4556"	"92-48-8"	110
"4557"	"24157-81-1"	110
"4558"	"91-76-9"	110
"4559"	"31188-99-5"	110
"4560"	"14371-10-9"	110
"4561"	"3173-53-3"	110
"4562"	"58473-74-8"	110
"4563"	"1746-81-2"	110
"4564"	"102-77-2"	110
"4565"	"120-12-7"	110
"4566"	"57460-41-0"	110
"4567"	"94-12-2"	110
"4568"	"41653-21-8"	110
"4569"	"35367-38-5"	110
"4570"	"84-65-1"	110
"4571"	"4344-55-2"	110
"4572"	"136-95-8"	110
"4573"	"484-23-1"	110
"4574"	"3060-89-7"	110
"4575"	"59-14-3"	110
"4576"	"304-28-9"	110
"4577"	"2528-16-7"	110
"4578"	"53112-28-0"	110
"4579"	"161967-81-3"	111
"4580"	"542-56-3"	111
"4581"	"96-09-3"	111
"4582"	"1125-21-9"	111
"4583"	"123-99-9"	111
"4584"	"1634-04-4"	111
"4585"	"2244-21-5"	111
"4586"	"56741-95-8"	111
"4587"	"6959-48-4"	111
"4588"	"105-59-9"	111
"4589"	"78-69-3"	111
"4590"	"78-40-0"	111
"4591"	"29590-42-9"	111
"4592"	"60-19-5"	111
"4593"	"4342-03-4"	111
"4594"	"1571-08-0"	111
"4595"	"999-97-3"	111
"4596"	"99-96-7"	111
"4597"	"107-12-0"	111
"4598"	"150-69-6"	111
"4599"	"2275-14-1"	111
"4600"	"867-13-0"	111
"4601"	"106-24-1"	111
"4602"	"539-88-8"	111
"4603"	"103-11-7"	111
"4604"	"102-71-6"	111
"4605"	"99-97-8"	111
"4606"	"2174-64-3"	111
"4607"	"94317-64-3"	111
"4608"	"6863-58-7"	111
"4609"	"105-87-3"	111
"4610"	"542-88-1"	111
"4611"	"101-02-0"	111
"4612"	"994-05-8"	111
"4613"	"824-72-6"	111
"4614"	"197077-55-7"	111
"4615"	"140-31-8"	111
"4616"	"98-96-4"	111
"4617"	"26628-22-8"	111
"4618"	"108-38-3"	111
"4619"	"695-06-7"	111
"4620"	"110-94-1"	111
"4621"	"104-15-4"	111
"4622"	"90-13-1"	111
"4623"	"50-21-5"	111
"4624"	"610-15-1"	111
"4625"	"98-86-2"	111
"4626"	"110-18-9"	111
"4627"	"112-73-2"	111
"4628"	"77-83-8"	111
"4629"	"99-76-3"	111
"4630"	"66-27-3"	111
"4631"	"108-77-0"	111
"4632"	"24295-03-2"	111
"4633"	"75-86-5"	111
"4634"	"507-20-0"	111
"4635"	"111-97-7"	111
"4636"	"107-13-1"	111
"4637"	"110-89-4"	111
"4638"	"68917-18-0"	111
"4639"	"8024-48-4"	111
"4640"	"120-47-8"	111
"4641"	"37143-54-7"	111
"4642"	"112-34-5"	111
"4643"	"103173-73-5"	111
"4644"	"120-07-0"	111
"4645"	"15879-93-3"	111
"4646"	"594-72-9"	111
"4647"	"107-05-1"	111
"4648"	"592-45-0"	111
"4649"	"108-83-8"	111
"4650"	"107-88-0"	111
"4651"	"107-94-8"	111
"4652"	"770-05-8"	111
"4653"	"57-11-4"	111
"4654"	"17283-81-7"	111
"4655"	"23386-52-9"	111
"4656"	"99-75-2"	111
"4657"	"112-62-9"	111
"4658"	"70-70-2"	111
"4659"	"110-38-3"	111
"4660"	"541-41-3"	111
"4661"	"2855-13-2"	111
"4662"	"97-53-0"	111
"4663"	"24468-13-1"	111
"4664"	"104-46-1"	111
"4665"	"111-96-6"	111
"4666"	"24800-44-0"	111
"4667"	"78491-02-8"	111
"4668"	"100-18-5"	111
"4669"	"552-30-7"	111
"4670"	"577-59-3"	111
"4671"	"1562-00-1"	111
"4672"	"926-06-7"	111
"4673"	"99-93-4"	111
"4674"	"91-20-3"	111
"4675"	"13547-70-1"	111
"4676"	"4635-87-4"	111
"4677"	"110-17-8"	111
"4678"	"88-12-0"	111
"4679"	"562-74-3"	111
"4680"	"5435-64-3"	111
"4681"	"2645-07-0"	111
"4682"	"110-82-7"	111
"4683"	"473-55-2"	111
"4684"	"98-00-0"	111
"4685"	"2905-65-9"	111
"4686"	"18479-58-8"	111
"4687"	"635-41-6"	111
"4688"	"993-16-8"	111
"4689"	"590-86-3"	111
"4690"	"643-38-9"	111
"4691"	"104-76-7"	111
"4692"	"56974-61-9"	111
"4693"	"110-91-8"	111
"4694"	"2743-38-6"	111
"4695"	"108-88-3"	111
"4696"	"627-03-2"	111
"4697"	"140-67-0"	111
"4698"	"108-80-5"	111
"4699"	"83881-52-1"	111
"4700"	"111-44-4"	111
"4701"	"7747-35-5"	111
"4702"	"78-83-1"	111
"4703"	"460-00-4"	112
"4704"	"2814-20-2"	112
"4705"	"53939-28-9"	112
"4706"	"107-98-2"	112
"4707"	"57-68-1"	112
"4708"	"108-67-8"	112
"4709"	"110-27-0"	112
"4710"	"18328-90-0"	112
"4711"	"110-98-5"	112
"4712"	"56038-13-2"	112
"4713"	"693-13-0"	112
"4714"	"620-22-4"	112
"4715"	"140-07-8"	112
"4716"	"81335-37-7"	112
"4717"	"NOCAS_31209"	112
"4718"	"50-81-7"	112
"4719"	"6055-19-2"	112
"4720"	"82385-42-0"	112
"4721"	"128-44-9"	112
"4722"	"593-08-8"	112
"4723"	"127-18-4"	112
"4724"	"994-28-5"	112
"4725"	"188627-80-7"	112
"4726"	"57-50-1"	112
"4727"	"67-42-5"	112
"4728"	"57-55-6"	112
"4729"	"1569-01-3"	112
"4730"	"98-67-9"	112
"4731"	"105-55-5"	112
"4732"	"118-60-5"	112
"4733"	"705-86-2"	112
"4734"	"30781-73-8"	112
"4735"	"15707-24-1"	112
"4736"	"77-73-6"	112
"4737"	"16595-80-5"	112
"4738"	"87-65-0"	112
"4739"	"33996-58-6"	112
"4740"	"57-10-3"	112
"4741"	"120066-54-8"	112
"4742"	"95-57-8"	112
"4743"	"105-53-3"	112
"4744"	"95-94-3"	112
"4745"	"622-97-9"	112
"4746"	"108-21-4"	112
"4747"	"123-76-2"	112
"4748"	"814-80-2"	112
"4749"	"59-47-2"	112
"4750"	"695-53-4"	112
"4751"	"111-87-5"	112
"4752"	"118-52-5"	112
"4753"	"112-44-7"	112
"4754"	"3319-31-1"	112
"4755"	"123-01-3"	112
"4756"	"120-50-3"	112
"4757"	"3724-65-0"	112
"4758"	"37517-28-5"	112
"4759"	"25134-21-8"	112
"4760"	"5216-25-1"	112
"4761"	"134-62-3"	112
"4762"	"80-08-0"	112
"4763"	"2943-75-1"	112
"4764"	"4131-74-2"	112
"4765"	"1596-84-5"	112
"4766"	"NOCAS_49457"	112
"4767"	"NOCAS_49467"	112
"4768"	"NOCAS_49493"	112
"4769"	"NOCAS_49526"	112
"4770"	"112-17-4"	112
"4771"	"89-82-7"	112
"4772"	"149-57-5"	112
"4773"	"4712-55-4"	112
"4774"	"59-30-3"	112
"4775"	"88-72-2"	112
"4776"	"97-59-6"	112
"4777"	"75-59-2"	112
"4778"	"543-82-8"	112
"4779"	"536-93-6"	112
"4780"	"99-08-1"	112
"4781"	"203389-28-0"	112
"4782"	"2473-01-0"	112
"4783"	"112-36-7"	112
"4784"	"75-34-3"	112
"4785"	"872-50-4"	112
"4786"	"109-02-4"	112
"4787"	"29701-07-3"	112
"4788"	"126-30-7"	112
"4789"	"90-02-8"	112
"4790"	"111-65-9"	112
"4791"	"124-25-4"	112
"4792"	"594-65-0"	112
"4793"	"107793-72-6"	112
"4794"	"443-48-1"	112
"4795"	"5588-16-9"	112
"4796"	"64902-72-3"	112
"4797"	"7778-74-7"	112
"4798"	"55-18-5"	112
"4799"	"142-84-7"	112
"4800"	"760-67-8"	112
"4801"	"103-09-3"	112
"4802"	"216300-12-8"	112
"4803"	"552-94-3"	112
"4804"	"4075-81-4"	112
"4805"	"4454-05-1"	112
"4806"	"760-23-6"	112
"4807"	"541-47-9"	112
"4808"	"1498-51-7"	112
"4809"	"112-06-1"	112
"4810"	"1646-75-9"	112
"4811"	"111-27-3"	112
"4812"	"111-49-9"	112
"4813"	"78-38-6"	113
"4814"	"6285-05-8"	113
"4815"	"872-05-9"	113
"4816"	"827-95-2"	113
"4817"	"121-92-6"	113
"4818"	"25209-66-9"	113
"4819"	"629-19-6"	113
"4820"	"2461-15-6"	113
"4821"	"96-98-0"	113
"4822"	"763-69-9"	113
"4823"	"676-46-0"	113
"4824"	"304-84-7"	113
"4825"	"611-70-1"	113
"4826"	"78-86-4"	113
"4827"	"1438-94-4"	113
"4828"	"2905-67-1"	113
"4829"	"111-69-3"	113
"4830"	"6493-05-6"	113
"4831"	"59-66-5"	113
"4832"	"407-41-0"	113
"4833"	"51235-04-2"	113
"4834"	"575-43-9"	113
"4835"	"78-70-6"	113
"4836"	"51580-86-0"	113
"4837"	"608-93-5"	113
"4838"	"106-63-8"	113
"4839"	"91-65-6"	113
"4840"	"88-69-7"	113
"4841"	"79-92-5"	113
"4842"	"21662-09-9"	113
"4843"	"107-51-7"	113
"4844"	"1196-01-6"	113
"4845"	"56-40-6"	113
"4846"	"60-35-5"	113
"4847"	"118-69-4"	113
"4848"	"83-38-5"	113
"4849"	"90-16-4"	113
"4850"	"7320-37-8"	113
"4851"	"101-97-3"	113
"4852"	"124-02-7"	113
"4853"	"50-70-4"	113
"4854"	"96-22-0"	113
"4855"	"5766-67-6"	113
"4856"	"88-41-5"	113
"4857"	"106-02-5"	113
"4858"	"3926-62-3"	113
"4859"	"79-39-0"	113
"4860"	"1120-71-4"	113
"4861"	"95-73-8"	113
"4862"	"78-94-4"	113
"4863"	"30391-89-0"	113
"4864"	"107-39-1"	113
"4865"	"3011-89-0"	113
"4866"	"104227-87-4"	113
"4867"	"867-81-2"	113
"4868"	"143-13-5"	113
"4869"	"122-51-0"	113
"4870"	"1445-45-0"	113
"4871"	"37526-59-3"	113
"4872"	"504-02-9"	113
"4873"	"556-67-2"	113
"4874"	"126-71-6"	113
"4875"	"93-14-1"	113
"4876"	"126-33-0"	113
"4877"	"2612-29-5"	113
"4878"	"22839-47-0"	113
"4879"	"3613-30-7"	113
"4880"	"1072-83-9"	113
"4881"	"75-77-4"	113
"4882"	"115-70-8"	113
"4883"	"824-39-5"	113
"4884"	"88-75-5"	113
"4885"	"127-48-0"	113
"4886"	"7772-99-8"	113
"4887"	"106-44-5"	113
"4888"	"1918-00-9"	113
"4889"	"529-33-9"	113
"4890"	"2021-28-5"	113
"4891"	"58-94-6"	113
"4892"	"20537-88-6"	113
"4893"	"328090-25-1"	113
"4894"	"51-79-6"	113
"4895"	"122-72-5"	113
"4896"	"7727-21-1"	113
"4897"	"128-09-6"	113
"4898"	"134678-17-4"	113
"4899"	"111-55-7"	113
"4900"	"628-13-7"	113
"4901"	"110-86-1"	113
"4902"	"13851-11-1"	113
"4903"	"138-92-1"	113
"4904"	"5663-71-8"	113
"4905"	"57116-45-7"	113
"4906"	"16669-59-3"	113
"4907"	"3570-55-6"	113
"4908"	"15046-75-0"	113
"4909"	"4394-85-8"	113
"4910"	"122-59-8"	113
"4911"	"77-86-1"	113
"4912"	"681-84-5"	113
"4913"	"253-52-1"	113
"4914"	"94-60-0"	113
"4915"	"513-53-1"	113
"4916"	"11070-44-3"	113
"4917"	"693-98-1"	113
"4918"	"629-14-1"	113
"4919"	"96-31-1"	113
"4920"	"121-33-5"	113
"4921"	"6378-65-0"	113
"4922"	"1809-19-4"	113
"4923"	"1572-52-7"	113
"4924"	"7757-79-1"	113
"4925"	"99-66-1"	113
"4926"	"1069-66-5"	113
"4927"	"4724-48-5"	113
"4928"	"87-44-5"	113
"4929"	"288-88-0"	113
"4930"	"111-80-8"	113
"4931"	"504-24-5"	113
"4932"	"9066-59-5"	113
"4933"	"8008-26-2"	113
"4934"	"NOCAS_49446"	113
"4935"	"NOCAS_49458"	113
"4936"	"NOCAS_49460"	113
"4937"	"NOCAS_49461"	113
"4938"	"NOCAS_49462"	113
"4939"	"NOCAS_49469"	113
"4940"	"NOCAS_49478"	113
"4941"	"NOCAS_49481"	113
"4942"	"NOCAS_49482"	113
"4943"	"NOCAS_49483"	113
"4944"	"NOCAS_49485"	113
"4945"	"NOCAS_49486"	113
"4946"	"3164-85-0"	113
"4947"	"123-41-1"	113
"4948"	"108-19-0"	113
"4949"	"109-09-1"	113
"4950"	"1929-77-7"	113
"4951"	"517-23-7"	113
"4952"	"22047-49-0"	113
"4953"	"144143-96-4"	113
"4954"	"41519-23-7"	113
"4955"	"1917-15-3"	113
"4956"	"75-55-8"	113
"4957"	"542-28-9"	113
"4958"	"108-91-8"	113
"4959"	"873-94-9"	113
"4960"	"628-36-4"	113
"4961"	"4767-03-7"	113
"4962"	"19408-46-9"	113
"4963"	"367522-96-1"	113
"4964"	"93457-69-3"	113
"4965"	"147-81-9"	113
"4966"	"98-51-1"	113
"4967"	"62-74-8"	113
"4968"	"693-95-8"	113
"4969"	"4748-78-1"	113
"4970"	"2050-46-6"	113
"4971"	"2425-54-9"	113
"4972"	"111991-09-4"	113
"4973"	"4180-23-8"	113
"4974"	"6422-86-2"	113
"4975"	"118-92-3"	113
"4976"	"111-94-4"	113
"4977"	"111-77-3"	113
"4978"	"141-79-7"	113
"4979"	"78712-43-3"	113
"4980"	"15499-27-1"	113
"4981"	"10381-75-6"	113
"4982"	"65-45-2"	113
"4983"	"15121-84-3"	113
"4984"	"16485-10-2"	113
"4985"	"123-63-7"	113
"4986"	"97-63-2"	113
"4987"	"111-15-9"	113
"4988"	"107-41-5"	113
"4989"	"98-94-2"	113
"4990"	"23696-28-8"	113
"4991"	"118-48-9"	113
"4992"	"2315-68-6"	113
"4993"	"10217-34-2"	113
"4994"	"110-93-0"	113
"4995"	"486-56-6"	113
"4996"	"62-75-9"	113
"4997"	"5502-78-3"	113
"4998"	"121288-39-9"	113
"4999"	"109-64-8"	113
"5000"	"7397-62-8"	113
"5001"	"100-97-0"	113
"5002"	"123548-56-1"	113
"5003"	"420-12-2"	113
"5004"	"2941-55-1"	113
"5005"	"5251-93-4"	113
"5006"	"3741-38-6"	113
"5007"	"470-82-6"	113
"5008"	"96-29-7"	113
"5009"	"22629-49-8"	113
"5010"	"124-04-9"	113
"5011"	"50-99-7"	113
"5012"	"104-38-1"	113
"5013"	"1271-24-5"	113
"5014"	"1300-72-7"	113
"5015"	"96-41-3"	113
"5016"	"107-58-4"	113
"5017"	"86-86-2"	113
"5018"	"328-84-7"	113
"5019"	"1074-82-4"	113
"5020"	"51952-41-1"	113
"5021"	"3913-02-8"	113
"5022"	"3682-19-7"	113
"5023"	"74-11-3"	113
"5024"	"91-19-0"	113
"5025"	"1119-40-0"	113
"5026"	"142-91-6"	113
"5027"	"101-42-8"	113
"5028"	"1119-62-6"	113
"5029"	"88-19-7"	113
"5030"	"2807-30-9"	113
"5031"	"924-16-3"	113
"5032"	"203866-13-1"	113
"5033"	"621-64-7"	113
"5034"	"100-41-4"	113
"5035"	"87-90-1"	113
"5036"	"138261-41-3"	113
"5037"	"565-62-8"	113
"5038"	"39236-46-9"	113
"5039"	"99-61-6"	113
"5040"	"112-27-6"	113
"5041"	"540-72-7"	113
"5042"	"4904-61-4"	113
"5043"	"99-99-0"	113
"5044"	"682-01-9"	113
"5045"	"123-11-5"	113
"5046"	"7579-36-4"	113
"5047"	"1444-64-0"	114
"5048"	"2404-44-6"	114
"5049"	"91-16-7"	114
"5050"	"100-39-0"	114
"5051"	"79277-27-3"	114
"5052"	"1122-62-9"	114
"5053"	"2550-26-7"	114
"5054"	"139-87-7"	114
"5055"	"78-84-2"	114
"5056"	"88230-35-7"	114
"5057"	"78-90-0"	114
"5058"	"117-08-8"	114
"5059"	"13472-08-7"	114
"5060"	"96-33-3"	114
"5061"	"111-70-6"	114
"5062"	"151-67-7"	114
"5063"	"617-94-7"	114
"5064"	"110-88-3"	114
"5065"	"92841-65-1"	114
"5066"	"3089-11-0"	114
"5067"	"3452-97-9"	114
"5068"	"120-66-1"	114
"5069"	"81-21-0"	114
"5070"	"106-89-8"	114
"5071"	"89-58-7"	114
"5072"	"109-06-8"	114
"5073"	"78-95-5"	114
"5074"	"6362-79-4"	114
"5075"	"367-25-9"	114
"5076"	"6381-77-7"	114
"5077"	"18640-74-9"	114
"5078"	"67-64-1"	114
"5079"	"462-08-8"	114
"5080"	"81-07-2"	114
"5081"	"4065-45-6"	114
"5082"	"75-76-3"	114
"5083"	"2809-21-4"	114
"5084"	"1134-23-2"	114
"5085"	"124-18-5"	114
"5086"	"123-86-4"	114
"5087"	"19322-27-1"	114
"5088"	"2439-35-2"	114
"5089"	"105-05-5"	114
"5090"	"78-88-6"	114
"5091"	"5332-73-0"	114
"5092"	"99-63-8"	114
"5093"	"963-14-4"	114
"5094"	"100-70-9"	114
"5095"	"79-46-9"	114
"5096"	"112-39-0"	114
"5097"	"108-31-6"	114
"5098"	"127985-21-1"	114
"5099"	"759-73-9"	114
"5100"	"142-62-1"	114
"5101"	"930-68-7"	114
"5102"	"1758-73-2"	114
"5103"	"103-84-4"	114
"5104"	"598-78-7"	114
"5105"	"15332-99-7"	114
"5106"	"2905-62-6"	114
"5107"	"121-60-8"	114
"5108"	"654058-04-5"	114
"5109"	"628-94-4"	114
"5110"	"100-88-9"	114
"5111"	"3731-52-0"	114
"5112"	"5146-66-7"	114
"5113"	"32360-05-7"	114
"5114"	"111-36-4"	114
"5115"	"67-52-7"	114
"5116"	"109-57-9"	114
"5117"	"100-52-7"	114
"5118"	"3658-48-8"	114
"5119"	"110-61-2"	114
"5120"	"95-49-8"	114
"5121"	"556-88-7"	114
"5122"	"141-05-9"	114
"5123"	"142-30-3"	114
"5124"	"4403-61-6"	114
"5125"	"5329-14-6"	114
"5126"	"119-39-1"	114
"5127"	"99-06-9"	114
"5128"	"118-91-2"	114
"5129"	"100-27-6"	114
"5130"	"693-67-4"	114
"5131"	"25564-22-1"	114
"5132"	"3048-64-4"	114
"5133"	"66-22-8"	114
"5134"	"13284-42-9"	114
"5135"	"541-79-7"	114
"5136"	"14375-45-2"	114
"5137"	"1629-58-9"	114
"5138"	"77-21-4"	114
"5139"	"622-96-8"	114
"5140"	"18479-51-1"	114
"5141"	"2517-43-3"	114
"5142"	"999-81-5"	114
"5143"	"3282-30-2"	114
"5144"	"96-47-9"	114
"5145"	"78-35-3"	114
"5146"	"320-60-5"	114
"5147"	"10599-70-9"	114
"5148"	"100-44-7"	114
"5149"	"2210-79-9"	114
"5150"	"100-69-6"	114
"5151"	"97240-79-4"	114
"5152"	"104-55-2"	114
"5153"	"61-82-5"	114
"5154"	"78-87-5"	114
"5155"	"52556-42-0"	114
"5156"	"328-50-7"	114
"5157"	"79-31-2"	114
"5158"	"107-43-7"	114
"5159"	"55-21-0"	114
"5160"	"127-63-9"	114
"5161"	"121-86-8"	114
"5162"	"911217-00-0"	114
"5163"	"535-80-8"	114
"5164"	"110-97-4"	114
"5165"	"97-64-3"	114
"5166"	"614-00-6"	114
"5167"	"6728-26-3"	114
"5168"	"79-24-3"	114
"5169"	"103-50-4"	114
"5170"	"1779-48-2"	114
"5171"	"56275-01-5"	114
"5172"	"598-72-1"	114
"5173"	"144-62-7"	114
"5174"	"85-42-7"	114
"5175"	"35619-65-9"	114
"5176"	"35065-27-1"	114
"5177"	"142-73-4"	114
"5178"	"75-99-0"	114
"5179"	"83-12-5"	114
"5180"	"5419-55-6"	114
"5181"	"370865-89-7"	114
"5182"	"18835-02-4"	114
"5183"	"111-91-1"	114
"5184"	"57-53-4"	114
"5185"	"NOCAS_49449"	114
"5186"	"NOCAS_49450"	114
"5187"	"NOCAS_49488"	114
"5188"	"NOCAS_49520"	114
"5189"	"NOCAS_49522"	114
"5190"	"637-92-3"	114
"5191"	"529-19-1"	114
"5192"	"136-51-6"	114
"5193"	"13755-29-8"	114
"5194"	"106-87-6"	114
"5195"	"78-44-4"	114
"5196"	"110-13-4"	114
"5197"	"98-88-4"	114
"5198"	"56-81-5"	114
"5199"	"828-00-2"	114
"5200"	"137-03-1"	114
"5201"	"62-50-0"	114
"5202"	"59337-93-8"	114
"5203"	"623-39-2"	114
"5204"	"25327-89-3"	114
"5205"	"479-92-5"	114
"5206"	"462-06-6"	114
"5207"	"7681-38-1"	114
"5208"	"124-63-0"	114
"5209"	"461-58-5"	114
"5210"	"1878-49-5"	114
"5211"	"554-95-0"	114
"5212"	"121-91-5"	114
"5213"	"111-64-8"	114
"5214"	"87-61-6"	114
"5215"	"110-59-8"	114
"5216"	"75-89-8"	114
"5217"	"638-65-3"	114
"5218"	"98-66-8"	114
"5219"	"625-45-6"	114
"5220"	"66871-56-5"	114
"5221"	"10595-95-6"	114
"5222"	"5131-66-8"	114
"5223"	"153439-40-8"	114
"5224"	"1141-38-4"	114
"5225"	"123-91-1"	114
"5226"	"87-51-4"	114
"5227"	"10258-54-5"	114
"5228"	"3855-32-1"	114
"5229"	"534-15-6"	114
"5230"	"96-24-2"	114
"5231"	"55-16-3"	114
"5232"	"6533-68-2"	114
"5233"	"563-80-4"	114
"5234"	"5988-91-0"	114
"5235"	"22591-21-5"	114
"5236"	"90-87-9"	114
"5237"	"156-57-0"	114
"5238"	"78-76-2"	114
"5239"	"7789-21-1"	114
"5240"	"1585-07-5"	114
"5241"	"100-75-4"	114
"5242"	"77732-09-3"	114
"5243"	"56-29-1"	114
"5244"	"104-85-8"	114
"5245"	"10101-97-0"	114
"5246"	"79-04-9"	114
"5247"	"3337-71-1"	114
"5248"	"110-54-3"	114
"5249"	"538-23-8"	114
"5250"	"7790-98-9"	114
"5251"	"756-79-6"	114
"5252"	"80-62-6"	114
"5253"	"52304-36-6"	114
"5254"	"108-24-7"	114
"5255"	"37076-68-9"	114
"5256"	"2206-89-5"	114
"5257"	"7585-39-9"	114
"5258"	"3653-48-3"	114
"5259"	"499-83-2"	114
"5260"	"89-08-7"	114
"5261"	"7481-89-2"	114
"5262"	"24634-61-5"	114
"5263"	"127-91-3"	114
"5264"	"13319-75-0"	114
"5265"	"98-55-5"	114
"5266"	"108-11-2"	114
"5267"	"123-62-6"	114
"5268"	"6742-54-7"	114
"5269"	"67634-00-8"	114
"5270"	"141-78-6"	114
"5271"	"624-41-9"	114
"5272"	"3327-22-8"	114
"5273"	"108-70-3"	114
"5274"	"75-62-7"	114
"5275"	"7775-09-9"	114
"5276"	"111-90-0"	114
"5277"	"141-97-9"	114
"5278"	"7791-25-5"	114
"5279"	"127-77-5"	114
"5280"	"1116-54-7"	114
"5281"	"68693-11-8"	114
"5282"	"55589-62-3"	114
"5283"	"54-21-7"	114
"5284"	"110-00-9"	114
"5285"	"75-09-2"	114
"5286"	"123-54-6"	114
"5287"	"98-15-7"	114
"5288"	"117-96-4"	114
"5289"	"109-67-1"	114
"5290"	"124-10-7"	114
"5291"	"74222-97-2"	114
"5292"	"103-95-7"	114
"5293"	"104-22-3"	114
"5294"	"105-56-6"	114
"5295"	"77-99-6"	114
"5296"	"620-14-4"	114
"5297"	"121-44-8"	114
"5298"	"4812-20-8"	114
"5299"	"57-06-7"	114
"5300"	"110-03-2"	114
"5301"	"476-66-4"	115
"5302"	"23672-07-3"	115
"5303"	"497-76-7"	115
"5304"	"527-60-6"	115
"5305"	"32329-20-7"	115
"5306"	"2785-89-9"	115
"5307"	"120-29-6"	115
"5308"	"115-28-6"	115
"5309"	"141-75-3"	115
"5310"	"103-70-8"	115
"5311"	"81-90-3"	115
"5312"	"108-46-3"	115
"5313"	"107-02-8"	115
"5314"	"140-87-4"	115
"5315"	"521-31-3"	115
"5316"	"21799-87-1"	115
"5317"	"20702-77-6"	115
"5318"	"1330-20-7"	115
"5319"	"121032-29-9"	115
"5320"	"142-46-1"	115
"5321"	"85-43-8"	115
"5322"	"105-67-9"	115
"5323"	"90-05-1"	115
"5324"	"8021-39-4"	115
"5325"	"68-89-3"	115
"5326"	"6201-87-2"	115
"5327"	"94-71-3"	115
"5328"	"627-05-4"	115
"5329"	"17289-49-5"	115
"5330"	"19525-59-8"	115
"5331"	"150-76-5"	115
"5332"	"576-26-1"	115
"5333"	"5407-04-5"	115
"5334"	"765-70-8"	115
"5335"	"79-40-3"	115
"5336"	"88840-42-0"	115
"5337"	"NOCAS_49386"	115
"5338"	"3372-02-9"	115
"5339"	"4998-76-9"	115
"5340"	"102-28-3"	115
"5341"	"93-51-6"	115
"5342"	"490-46-0"	115
"5343"	"1455-77-2"	115
"5344"	"2785-87-7"	115
"5345"	"625-28-5"	115
"5346"	"2416-94-6"	115
"5347"	"520-52-5"	115
"5348"	"83-07-8"	115
"5349"	"546-88-3"	115
"5350"	"103-90-2"	115
"5351"	"1693-37-4"	115
"5352"	"138-14-7"	115
"5353"	"98-37-3"	115
"5354"	"490-55-1"	115
"5355"	"NOCAS_49384"	115
"5356"	"NOCAS_49385"	115
"5357"	"495-18-1"	115
"5358"	"65416-14-0"	115
"5359"	"127-07-1"	115
"5360"	"3778-76-5"	115
"5361"	"1563-38-8"	115
"5362"	"16691-43-3"	115
"5363"	"149-45-1"	115
"5364"	"95-65-8"	115
"5365"	"88-23-3"	115
"5366"	"4940-11-8"	115
"5367"	"99-50-3"	115
"5368"	"1704-62-7"	115
"5369"	"151-06-4"	115
"5370"	"147-47-7"	115
"5371"	"36067-72-8"	115
"5372"	"6287-38-3"	115
"5373"	"102-29-4"	115
"5374"	"106-51-4"	116
"5375"	"712-50-5"	116
"5376"	"80-04-6"	116
"5377"	"89-62-3"	116
"5378"	"13614-98-7"	116
"5379"	"57-94-3"	116
"5380"	"110-64-5"	116
"5381"	"117-10-2"	116
"5382"	"89197-32-0"	116
"5383"	"72-48-0"	116
"5384"	"19224-26-1"	116
"5385"	"1002-84-2"	116
"5386"	"115964-29-9"	116
"5387"	"481-72-1"	116
"5388"	"2274-11-5"	117
"5389"	"934-00-9"	117
"5390"	"123-31-9"	117
"5391"	"117-39-5"	117
"5392"	"6151-25-3"	117
"5393"	"120-80-9"	117
"5394"	"121-79-9"	117
"5395"	"612-83-9"	118
"5396"	"91-94-1"	118
"5397"	"18493-30-6"	118
"5398"	"587-85-9"	118
"5399"	"122-37-2"	118
"5400"	"534-85-0"	118
"5401"	"2835-99-6"	118
"5402"	"480-40-0"	118
"5403"	"95-85-2"	118
"5404"	"1222-98-6"	118
"5405"	"98-29-3"	118
"5406"	"3160-37-0"	118
"5407"	"452-86-8"	118
"5408"	"95-84-1"	118
"5409"	"13014-24-9"	119
"5410"	"3407-42-9"	119
"5411"	"77-19-0"	119
"5412"	"21145-77-7"	119
"5413"	"141-94-6"	119
"5414"	"5510-99-6"	119
"5415"	"1120-04-3"	119
"5416"	"2409-55-4"	119
"5417"	"133-53-9"	119
"5418"	"13029-08-8"	119
"5419"	"25354-97-6"	119
"5420"	"2934-05-6"	119
"5421"	"1987-50-4"	119
"5422"	"96-70-8"	119
"5423"	"13347-42-7"	119
"5424"	"2235-54-3"	119
"5425"	"78613-35-1"	119
