"cas"	"cluster"
"2728"	"6359-98-4"	84
"2729"	"4548-53-2"	84
"2730"	"483-84-1"	84
"2731"	"5850-86-2"	84
"2732"	"3520-42-1"	84
"2733"	"97-52-9"	84
"2734"	"14897-39-3"	84
"2735"	"5281-04-9"	84
"2736"	"118-08-1"	84
"2737"	"13301-61-6"	84
"2738"	"132539-06-1"	84
"2739"	"125-31-5"	84
"2740"	"1936-15-8"	84
"2741"	"599-79-1"	84
"2742"	"8004-92-0"	84
"2743"	"6359-82-6"	84
"2744"	"59820-43-8"	84
"2745"	"6359-90-6"	84
"2746"	"112410-23-8"	84
"2747"	"116-81-4"	84
"2748"	"99-56-9"	84
"2749"	"1320-07-6"	84
"2750"	"1934-21-0"	84
"2751"	"51-28-5"	84
"2752"	"99-57-0"	84
"2753"	"3775-55-1"	84
"2754"	"100-15-2"	84
"2755"	"5174-32-3"	84
"2756"	"99-52-5"	84
"2757"	"16915-70-1"	84
"2758"	"6358-07-2"	84
"2759"	"2687-25-4"	85
"2760"	"42924-53-8"	85
"2761"	"144060-53-7"	85
"2762"	"35661-60-0"	85
"2763"	"496-72-0"	85
"2764"	"15345-89-8"	85
"2765"	"10319-14-9"	85
"2766"	"56-55-3"	85
"2767"	"744-45-6"	85
"2768"	"139149-55-6"	85
"2769"	"102-07-8"	85
"2770"	"485-72-3"	85
"2771"	"29927-08-0"	85
"2772"	"532-82-1"	85
"2773"	"8003-22-3"	85
"2774"	"60-11-7"	85
"2775"	"171866-31-2"	85
"2776"	"26130-02-9"	85
"2777"	"1562-94-3"	85
"2778"	"94-45-1"	85
"2779"	"538-41-0"	85
"2780"	"5495-84-1"	85
"2781"	"53-70-3"	85
"2782"	"55-80-1"	85
"2783"	"2440-22-4"	85
"2784"	"6264-66-0"	85
"2785"	"94-62-2"	85
"2786"	"20570-96-1"	85
"2787"	"84-54-8"	85
"2788"	"120-46-7"	85
"2789"	"775304-57-9"	85
"2790"	"24589-77-3"	85
"2791"	"133-18-6"	85
"2792"	"58338-59-3"	85
"2793"	"132-54-7"	85
"2794"	"136-40-3"	85
"2795"	"304-20-1"	85
"2796"	"262376-75-0"	85
"2797"	"35212-22-7"	85
"2798"	"68302-57-8"	85
"2799"	"84-51-5"	85
"2800"	"3878-19-1"	85
"2801"	"101-70-2"	85
"2802"	"525-82-6"	85
"2803"	"75706-12-6"	85
"2804"	"79069-94-6"	85
"2805"	"500-62-9"	85
"2806"	"117-79-3"	85
"2807"	"31224-92-7"	85
"2808"	"63449-68-3"	85
"2809"	"2243-76-7"	85
"2810"	"27199-40-2"	85
"2811"	"82-28-0"	85
"2812"	"104-12-1"	86
"2813"	"69956-77-0"	86
"2814"	"1210-35-1"	86
"2815"	"17780-75-5"	86
"2816"	"3766-60-7"	86
"2817"	"128312-51-6"	86
"2818"	"110235-47-7"	86
"2819"	"101-21-3"	86
"2820"	"95-33-0"	86
"2821"	"92-67-1"	86
"2822"	"135-20-6"	86
"2823"	"131-57-7"	86
"2824"	"2398-96-1"	86
"2825"	"81-16-3"	86
"2826"	"3101-60-8"	86
"2827"	"95-31-8"	86
"2828"	"94-25-7"	86
"2829"	"7779-65-9"	86
"2830"	"2039-76-1"	86
"2831"	"1982-49-6"	86
"2832"	"2531-84-2"	86
"2833"	"117976-90-6"	86
"2834"	"532-11-6"	86
"2835"	"602-60-8"	86
"2836"	"103577-45-3"	86
"2837"	"103-41-3"	86
"2838"	"95737-68-1"	86
"2839"	"4640-01-1"	86
"2840"	"13360-45-7"	86
"2841"	"42461-84-7"	86
"2842"	"1146-98-1"	86
"2843"	"19952-47-7"	86
"2844"	"452-35-7"	86
"2845"	"97-16-5"	86
"2846"	"86479-06-3"	86
"2847"	"90-44-8"	86
"2848"	"540-23-8"	86
"2849"	"2973-80-0"	86
"2850"	"5834-17-3"	86
"2851"	"104-27-8"	86
"2852"	"80-38-6"	86
"2853"	"33629-47-9"	86
"2854"	"326-06-7"	86
"2855"	"613-94-5"	86
"2856"	"104-66-5"	86
"2857"	"500-64-1"	86
"2858"	"330-55-2"	86
"2859"	"5436-43-1"	86
"2860"	"97-32-5"	86
"2861"	"118-58-1"	86
"2862"	"494-19-9"	86
"2863"	"120-78-5"	87
"2864"	"10024-93-8"	87
"2865"	"3736-81-0"	87
"2866"	"1072-71-5"	87
"2867"	"10025-74-8"	87
"2868"	"6290-37-5"	87
"2869"	"6259-76-3"	87
"2870"	"98-52-2"	87
"2871"	"10361-91-8"	87
"2872"	"142-87-0"	87
"2873"	"7758-94-3"	87
"2874"	"7720-78-7"	87
"2875"	"585-34-2"	87
"2876"	"557-34-6"	87
"2877"	"5970-45-6"	87
"2878"	"2516-40-7"	87
"2879"	"93-99-2"	87
"2880"	"1640-39-7"	87
"2881"	"24772-51-8"	87
"2882"	"502-55-6"	87
"2883"	"359845-21-9"	87
"2884"	"262-20-4"	87
"2885"	"1713-15-1"	87
"2886"	"112-72-1"	87
"2887"	"7756-96-9"	87
"2888"	"1928-38-7"	87
"2889"	"96568-04-6"	87
"2890"	"13520-92-8"	87
"2891"	"132-65-0"	87
"2892"	"7646-85-7"	87
"2893"	"67883-79-8"	87
"2894"	"533-23-3"	87
"2895"	"16712-64-4"	87
"2896"	"103-36-6"	87
"2897"	"98-73-7"	87
"2898"	"112-42-5"	87
"2899"	"103-59-3"	87
"2900"	"2524-04-1"	87
"2901"	"24817-51-4"	87
"2902"	"3547-33-9"	87
"2903"	"1291-32-3"	87
"2904"	"886-08-8"	87
"2905"	"112-53-8"	87
"2906"	"100-20-9"	87
"2907"	"1577-03-3"	87
"2908"	"109-31-9"	87
"2909"	"7360-53-4"	87
"2910"	"94-46-2"	87
"2911"	"55066-56-3"	87
"2912"	"163520-33-0"	87
"2913"	"262-12-4"	87
"2914"	"135-79-5"	87
"2915"	"8046-19-3"	87
"2916"	"103-69-5"	87
"2917"	"92-66-0"	87
"2918"	"1522-92-5"	87
"2919"	"75-15-0"	87
"2920"	"98-54-4"	87
"2921"	"37526-88-8"	87
"2922"	"7080-50-4"	87
"2923"	"594-42-3"	87
"2924"	"373-49-9"	87
"2925"	"10030-73-6"	87
"2926"	"67028-40-4"	87
"2927"	"94-80-4"	87
"2928"	"774-55-0"	87
"2929"	"7705-08-0"	87
"2930"	"26544-38-7"	87
"2931"	"94-11-1"	87
"2932"	"27253-29-8"	87
"2933"	"2524-03-0"	87
"2934"	"93-08-3"	87
"2935"	"486-25-9"	87
"2936"	"85-01-8"	87
"2937"	"101973-77-7"	87
"2938"	"68169-03-9"	87
"2939"	"34552-84-6"	87
"2940"	"102-20-5"	87
"2941"	"112-80-1"	87
"2942"	"375-85-9"	87
"2943"	"79-14-1"	88
"2944"	"2433-14-9"	88
"2945"	"71-23-8"	88
"2946"	"123-33-1"	88
"2947"	"87-79-6"	88
"2948"	"742-20-1"	88
"2949"	"99-12-7"	88
"2950"	"140-39-6"	88
"2951"	"22232-54-8"	88
"2952"	"3286-46-2"	88
"2953"	"29385-43-1"	88
"2954"	"7647-15-6"	88
"2955"	"366-70-1"	88
"2956"	"513-88-2"	88
"2957"	"6381-91-5"	88
"2958"	"4536-23-6"	88
"2959"	"13491-79-7"	88
"2960"	"120928-09-8"	88
"2961"	"17351-75-6"	88
"2962"	"68-41-7"	88
"2963"	"57-44-3"	88
"2964"	"123-18-2"	88
"2965"	"680-31-9"	88
"2966"	"109-42-2"	88
"2967"	"7785-26-4"	88
"2968"	"124-19-6"	88
"2969"	"30516-87-1"	88
"2970"	"108-22-5"	88
"2971"	"51-17-2"	88
"2972"	"60-40-2"	88
"2973"	"5205-11-8"	88
"2974"	"469-61-4"	88
"2975"	"139-02-6"	88
"2976"	"66-25-1"	88
"2977"	"3008-43-3"	88
"2978"	"108-94-1"	88
"2979"	"108-03-2"	88
"2980"	"16728-49-7"	88
"2981"	"64953-12-4"	88
"2982"	"512-42-5"	88
"2983"	"625-48-9"	88
"2984"	"123-09-1"	88
"2985"	"100-21-0"	88
"2986"	"479-18-5"	88
"2987"	"111109-77-4"	88
"2988"	"1188-38-1"	88
"2989"	"123-17-1"	88
"2990"	"123-05-7"	88
"2991"	"98-57-7"	88
"2992"	"99-94-5"	88
"2993"	"28395-03-1"	88
"2994"	"33704-61-9"	88
"2995"	"828-26-2"	88
"2996"	"21722-83-8"	88
"2997"	"8006-90-4"	88
"2998"	"NOCAS_49487"	88
"2999"	"519-37-9"	88
"3000"	"1716-12-7"	88
"3001"	"14075-53-7"	88
"3002"	"121268-17-5"	88
"3003"	"123-34-2"	88
"3004"	"1191-62-4"	88
"3005"	"1760-24-3"	88
"3006"	"2447-57-6"	88
"3007"	"2398-37-0"	88
"3008"	"106-21-8"	88
"3009"	"1124-04-5"	88
"3010"	"144-49-0"	88
"3011"	"79-34-5"	88
"3012"	"137-32-6"	88
"3013"	"114417-20-8"	88
"3014"	"78-27-3"	88
"3015"	"609-15-4"	88
"3016"	"874-81-7"	88
"3017"	"140-38-5"	88
"3018"	"95-50-1"	88
"3019"	"938-85-2"	88
"3020"	"91-08-7"	88
"3021"	"108-32-7"	88
"3022"	"187269-40-5"	88
"3023"	"103-23-1"	88
"3024"	"10094-34-5"	88
"3025"	"116-43-8"	88
"3026"	"91-63-4"	88
"3027"	"120958-90-9"	88
"3028"	"5467-78-7"	88
"3029"	"64275-73-6"	88
"3030"	"5349-51-9"	88
"3031"	"1118-92-9"	88
"3032"	"618-45-1"	88
"3033"	"5394-36-5"	88
"3034"	"440-58-4"	88
"3035"	"124-17-4"	88
"3036"	"25451-15-4"	88
"3037"	"769-92-6"	88
"3038"	"133-10-8"	88
"3039"	"35854-86-5"	88
"3040"	"76824-35-6"	88
"3041"	"7209-38-3"	88
"3042"	"1191-16-8"	88
"3043"	"597-09-1"	88
"3044"	"96-08-2"	88
"3045"	"23747-48-0"	88
"3046"	"515-64-0"	88
"3047"	"374564-83-7"	88
"3048"	"18883-66-4"	88
"3049"	"6228-25-7"	88
"3050"	"92-52-4"	88
"3051"	"72432-10-1"	88
"3052"	"64603-91-4"	88
"3053"	"644-08-6"	88
"3054"	"54-31-9"	88
"3055"	"527-53-7"	89
"3056"	"115550-35-1"	89
"3057"	"103-74-2"	89
"3058"	"13893-53-3"	89
"3059"	"2144-53-8"	89
"3060"	"219947-95-2"	89
"3061"	"96036-03-2"	89
"3062"	"78-63-7"	89
"3063"	"42835-25-6"	89
"3064"	"186826-86-8"	89
"3065"	"68-94-0"	89
"3066"	"10001-13-5"	89
"3067"	"23288-49-5"	89
"3068"	"62893-20-3"	89
"3069"	"73-24-5"	89
"3070"	"82419-36-1"	89
"3071"	"625-86-5"	89
"3072"	"63-42-3"	89
"3073"	"106560-14-9"	89
"3074"	"141-12-8"	89
"3075"	"69975-86-6"	89
"3076"	"74011-58-8"	89
"3077"	"59703-84-3"	89
"3078"	"780-69-8"	89
"3079"	"28002-18-8"	89
"3080"	"55268-75-2"	89
"3081"	"85100-76-1"	89
"3082"	"19355-69-2"	89
"3083"	"4062-60-6"	89
"3084"	"14698-29-4"	89
"3085"	"133-67-5"	89
"3086"	"127294-70-6"	89
"3087"	"3963-95-9"	89
"3088"	"78266-06-5"	89
"3089"	"108419-33-6"	89
"3090"	"223652-90-2"	89
"3091"	"NOCAS_49459"	89
"3092"	"NOCAS_49463"	89
"3093"	"2043-57-4"	89
"3094"	"874-23-7"	89
"3095"	"70458-96-7"	89
"3096"	"626-89-1"	89
"3097"	"NOCAS_47305"	89
"3098"	"127254-12-0"	89
"3099"	"116-52-9"	89
"3100"	"113981-44-5"	89
"3101"	"108319-06-8"	89
"3102"	"66309-69-1"	89
"3103"	"13426-94-3"	89
"3104"	"7246-14-2"	89
"3105"	"83915-83-7"	89
"3106"	"69-22-7"	89
"3107"	"81-13-0"	89
"3108"	"93106-60-6"	89
"3109"	"81131-70-6"	89
"3110"	"928-96-1"	89
"3111"	"58-63-9"	89
"3112"	"7378-99-6"	89
"3113"	"1124-05-6"	89
"3114"	"886439-34-5"	89
"3115"	"104376-79-6"	89
"3116"	"28657-80-9"	89
"3117"	"1679-51-2"	89
"3118"	"25703-79-1"	89
"3119"	"57-43-2"	89
"3120"	"98892-76-3"	89
"3121"	"19285-83-7"	89
"3122"	"101-48-4"	89
"3123"	"35607-66-0"	89
"3124"	"78110-38-0"	89
"3125"	"127045-41-4"	89
"3126"	"91296-87-6"	89
"3127"	"79660-72-3"	89
"3128"	"625114-41-2"	89
"3129"	"112811-59-3"	89
"3130"	"81335-77-5"	89
"3131"	"112-49-2"	89
"3132"	"528818-82-8"	89
"3133"	"98079-52-8"	89
"3134"	"2687-91-4"	89
"3135"	"51-77-4"	89
"3136"	"204519-65-3"	89
"3137"	"64221-86-9"	89
"3138"	"123-72-8"	89
"3139"	"111-84-2"	90
"3140"	"14979-39-6"	90
"3141"	"132-98-9"	90
"3142"	"933-48-2"	90
"3143"	"1625-91-8"	90
"3144"	"3296-90-0"	90
"3145"	"5877-42-9"	90
"3146"	"16066-35-6"	90
"3147"	"22047-25-2"	90
"3148"	"105-57-7"	90
"3149"	"464-49-3"	90
"3150"	"89-98-5"	90
"3151"	"111-12-6"	90
"3152"	"615-54-3"	90
"3153"	"5205-93-6"	90
"3154"	"593-81-7"	90
"3155"	"5496-10-6"	90
"3156"	"14667-55-1"	90
"3157"	"815-17-8"	90
"3158"	"551-92-8"	90
"3159"	"94-99-5"	90
"3160"	"27912-14-7"	90
"3161"	"33089-74-6"	90
"3162"	"1694-31-1"	90
"3163"	"51022-74-3"	90
"3164"	"24448-94-0"	90
"3165"	"107-22-2"	90
"3166"	"87-81-0"	90
"3167"	"126-92-1"	90
"3168"	"106-65-0"	90
"3169"	"147-93-3"	90
"3170"	"882172-79-4"	90
"3171"	"67-47-0"	90
"3172"	"NOCAS_49466"	90
"3173"	"140608-64-6"	90
"3174"	"300-39-0"	90
"3175"	"109-66-0"	90
"3176"	"542-15-4"	90
"3177"	"127-71-9"	90
"3178"	"84-77-5"	90
"3179"	"645-49-8"	90
"3180"	"7681-76-7"	90
"3181"	"556-08-1"	90
"3182"	"95-14-7"	90
"3183"	"96-50-4"	90
"3184"	"299-27-4"	90
"3185"	"69049-73-6"	90
"3186"	"94-96-2"	90
"3187"	"593-85-1"	90
"3188"	"830-13-7"	90
"3189"	"2705-87-5"	90
"3190"	"1213-06-5"	90
"3191"	"2226-96-2"	90
"3192"	"77-78-1"	90
"3193"	"60-80-0"	90
"3194"	"98-16-8"	90
"3195"	"119-84-6"	90
"3196"	"40054-69-1"	90
"3197"	"111-78-4"	90
"3198"	"120-45-6"	90
"3199"	"688-84-6"	90
"3200"	"112-50-5"	90
"3201"	"1445-75-6"	90
"3202"	"659-70-1"	90
"3203"	"657-24-9"	90
"3204"	"6790-58-5"	90
"3205"	"1953-02-2"	90
"3206"	"563-58-6"	90
"3207"	"75-12-7"	90
"3208"	"88-21-1"	90
"3209"	"18917-95-8"	90
"3210"	"7549-37-3"	90
"3211"	"81103-11-9"	91
"3212"	"199584-38-8"	91
"3213"	"17560-51-9"	91
"3214"	"1185-55-3"	91
"3215"	"2219-82-1"	91
"3216"	"2259-96-3"	91
"3217"	"1330-86-5"	91
"3218"	"445295-04-5"	91
"3219"	"27511-99-5"	91
"3220"	"111696-23-2"	91
"3221"	"14814-09-6"	91
"3222"	"78-07-9"	91
"3223"	"81405-85-8"	91
"3224"	"54-36-4"	91
"3225"	"4643-27-0"	91
"3226"	"489-84-9"	91
"3227"	"61295-41-8"	91
"3228"	"82469-79-2"	91
"3229"	"68515-48-0"	91
"3230"	"28553-12-0"	91
"3231"	"27589-33-9"	91
"3232"	"689-67-8"	91
"3233"	"6809-52-5"	91
"3234"	"69049-06-5"	91
"3235"	"80-26-2"	91
"3236"	"71-73-8"	91
"3237"	"947-04-6"	91
"3238"	"15520-10-2"	91
"3239"	"17526-94-2"	91
"3240"	"116649-85-5"	91
"3241"	"599-61-1"	91
"3242"	"13678-68-7"	91
"3243"	"106-92-3"	91
"3244"	"57-96-5"	91
"3245"	"432-25-7"	91
"3246"	"494-52-0"	91
"3247"	"3848-24-6"	91
"3248"	"26807-65-8"	91
"3249"	"56211-40-6"	91
"3250"	"NOCAS_49492"	91
"3251"	"1660-95-3"	91
"3252"	"16219-75-3"	91
"3253"	"37661-08-8"	91
"3254"	"645-62-5"	91
"3255"	"91-93-0"	91
"3256"	"1193386-64-9"	91
"3257"	"116-26-7"	91
"3258"	"94-19-9"	91
"3259"	"4253-34-3"	91
"3260"	"102394-31-0"	91
"3261"	"535-87-5"	91
"3262"	"114-07-8"	91
"3263"	"115-95-7"	91
"3264"	"144-39-8"	91
"3265"	"1067-53-4"	91
"3266"	"5392-40-5"	91
"3267"	"32889-48-8"	91
"3268"	"2160-93-2"	91
"3269"	"481-06-1"	91
"3270"	"107-30-2"	91
"3271"	"106-72-9"	91
"3272"	"33817-20-8"	91
"3273"	"126-14-7"	91
"3274"	"6683-19-8"	92
"3275"	"126-64-7"	92
"3276"	"584-84-9"	92
"3277"	"940-69-2"	92
"3278"	"19387-91-8"	92
"3279"	"360-70-3"	92
"3280"	"13826-35-2"	92
"3281"	"84-69-5"	92
"3282"	"NOCAS_49515"	92
"3283"	"NOCAS_49529"	92
"3284"	"NOCAS_49531"	92
"3285"	"NOCAS_49532"	92
"3286"	"36504-56-0"	92
"3287"	"96-83-3"	92
"3288"	"6846-50-0"	92
"3289"	"107-15-3"	92
"3290"	"67-45-8"	92
"3291"	"141-14-0"	92
"3292"	"521-17-5"	92
"3293"	"72822-13-0"	92
"3294"	"63284-71-9"	92
"3295"	"93793-83-0"	92
"3296"	"67227-56-9"	92
"3297"	"585-86-4"	92
"3298"	"153-61-7"	92
"3299"	"80-43-3"	92
"3300"	"56180-94-0"	92
"3301"	"92146-82-2"	92
"3302"	"63585-09-1"	92
"3303"	"55-06-1"	93
"3304"	"1224-92-6"	93
"3305"	"68052-23-3"	93
"3306"	"5915-41-3"	93
"3307"	"2624-43-3"	93
"3308"	"5232-99-5"	93
"3309"	"85-68-7"	93
"3310"	"24650-42-8"	93
"3311"	"58-72-0"	93
"3312"	"NOCAS_49514"	93
"3313"	"NOCAS_49516"	93
"3314"	"NOCAS_49517"	93
"3315"	"NOCAS_49518"	93
"3316"	"NOCAS_49528"	93
"3317"	"NOCAS_49533"	93
"3318"	"NOCAS_49534"	93
"3319"	"NOCAS_49535"	93
"3320"	"NOCAS_49536"	93
"3321"	"145-13-1"	93
"3322"	"94-13-3"	93
"3323"	"41351-30-8"	93
"3324"	"6088-51-3"	94
"3325"	"27955-94-8"	94
"3326"	"26538-44-3"	94
"3327"	"77-40-7"	94
"3328"	"80-05-7"	94
"3329"	"2971-36-0"	94
"3330"	"77-09-8"	94
"3331"	"79-95-8"	94
"3332"	"17924-92-4"	94
"3333"	"131341-86-1"	94
"3334"	"60168-88-9"	94
"3335"	"14868-03-2"	94
"3336"	"84-16-2"	94
"3337"	"56-53-1"	94
"3338"	"79-97-0"	94
"3339"	"1478-61-1"	94
"3340"	"13674-87-8"	95
"3341"	"569-57-3"	95
"3342"	"34161-23-4"	95
"3343"	"19666-30-9"	95
"3344"	"77501-63-4"	95
"3345"	"80-30-8"	95
"3346"	"41483-43-6"	95
"3347"	"6197-30-4"	95
"3348"	"146011-65-6"	95
"3349"	"15457-05-3"	95
"3350"	"116255-48-2"	95
"3351"	"72490-01-8"	95
"3352"	"88-26-6"	95
"3353"	"52756-22-6"	95
"3354"	"1982-47-4"	95
"3355"	"15362-40-0"	95
"3356"	"90357-06-5"	95
"3357"	"13311-84-7"	95
"3358"	"116-29-0"	95
"3359"	"2955-38-6"	95
"3360"	"NOCAS_49551"	95
"3361"	"163222-33-1"	95
"3362"	"42874-03-3"	95
"3363"	"2759-71-9"	95
"3364"	"83-28-3"	95
"3365"	"107534-96-3"	95
"3366"	"91599-74-5"	95
"3367"	"23031-36-9"	95
"3368"	"60207-90-1"	95
"3369"	"42576-02-3"	95
"3370"	"58769-20-3"	95
"3371"	"119313-12-1"	95
"3372"	"10310-32-4"	95
"3373"	"2164-09-2"	95
"3374"	"84-61-7"	95
"3375"	"39025-23-5"	95
"3376"	"113-48-4"	95
"3377"	"933-78-8"	95
"3378"	"129-73-7"	95
"3379"	"78587-05-0"	95
"3380"	"63612-50-0"	95
"3381"	"212141-54-3"	95
"3382"	"49562-28-9"	95
"3383"	"52806-53-8"	95
"3384"	"187164-19-8"	95
"3385"	"101-79-1"	95
"3386"	"133855-98-8"	95
"3387"	"76180-96-6"	96
"3388"	"824-78-2"	96
"3389"	"1761-71-3"	96
"3390"	"2735-04-8"	96
"3391"	"122-16-7"	96
"3392"	"393-75-9"	96
"3393"	"609-93-8"	96
"3394"	"51803-78-2"	96
"3395"	"59-87-0"	96
"3396"	"6864-37-5"	96
"3397"	"63-45-6"	96
"3398"	"29617-43-4"	96
"3399"	"5124-30-1"	96
"3400"	"1817-73-8"	96
"3401"	"97-02-9"	96
"3402"	"6373-74-6"	96
"3403"	"2122-86-3"	96
"3404"	"96744-75-1"	96
"3405"	"63213-29-6"	96
"3406"	"4449-51-8"	96
"3407"	"71526-07-3"	96
"3408"	"80214-83-1"	96
"3409"	"58-08-2"	96
"3410"	"340-57-8"	96
"3411"	"32780-64-6"	96
"3412"	"6385-62-2"	96
"3413"	"100-01-6"	96
"3414"	"387867-13-2"	96
"3415"	"5051-62-7"	96
"3416"	"50865-01-5"	96
"3417"	"153-78-6"	97
"3418"	"100-65-2"	97
"3419"	"53-96-3"	97
"3420"	"87-18-3"	97
"3421"	"39905-57-2"	97
"3422"	"2113-61-3"	97
"3423"	"133-11-9"	97
"3424"	"57653-26-6"	97
"3425"	"10287-53-3"	97
"3426"	"495-48-7"	97
"3427"	"17696-62-7"	97
"3428"	"33005-95-7"	97
"3429"	"5234-68-4"	97
"3430"	"324-93-6"	97
"3431"	"781-73-7"	97
"3432"	"13684-63-4"	97
"3433"	"2110-18-1"	97
"3434"	"90-47-1"	97
"3435"	"1747-60-0"	97
"3436"	"622-20-8"	97
"3437"	"103-53-7"	97
"3438"	"1641-17-4"	97
"3439"	"94-18-8"	97
"3440"	"960-71-4"	97
"3441"	"2417-72-3"	97
"3442"	"27314-13-2"	97
"3443"	"4584-57-0"	97
"3444"	"21245-01-2"	97
"3445"	"94-47-3"	97
"3446"	"619-67-0"	97
"3447"	"103-30-0"	97
"3448"	"2312-73-4"	97
"3449"	"34123-59-6"	97
"3450"	"94-14-4"	97
"3451"	"52253-69-7"	97
"3452"	"94-26-8"	97
"3453"	"2104-09-8"	97
"3454"	"156-51-4"	97
"3455"	"18691-97-9"	97
"3456"	"24886-52-0"	97
"3457"	"74115-24-5"	97
"3458"	"218-01-9"	97
"3459"	"148-79-8"	97
"3460"	"13684-56-5"	97
"3461"	"92-94-4"	97
"3462"	"363-17-7"	97
"3463"	"92-06-8"	97
"3464"	"118635-52-2"	97
"3465"	"63837-33-2"	97
"3466"	"16323-43-6"	98
"3467"	"92-70-6"	98
"3468"	"607-88-5"	98
"3469"	"25152-85-6"	98
"3470"	"10595-06-9"	98
"3471"	"103-33-3"	98
"3472"	"5003-48-5"	98
"3473"	"1131-18-6"	98
"3474"	"94-02-0"	98
"3475"	"13898-58-3"	98
"3476"	"34014-18-1"	98
"3477"	"14433-76-2"	98
"3478"	"65405-77-8"	98
"3479"	"122-67-8"	98
"3480"	"55719-85-2"	98
"3481"	"122-68-9"	98
"3482"	"102-16-9"	98
"3483"	"131-08-8"	98
"3484"	"82956-11-4"	98
"3485"	"623580-02-9"	98
"3486"	"451-40-1"	98
"3487"	"74103-07-4"	98
"3488"	"6983-79-5"	98
"3489"	"NOCAS_47726"	98
"3490"	"120-51-4"	98
"3491"	"5437-98-9"	98
"3492"	"693-23-2"	98
"3493"	"619-17-0"	98
"3494"	"1671-75-6"	98
"3495"	"63074-08-8"	98
"3496"	"122-42-9"	98
"3497"	"134-84-9"	98
"3498"	"59721-29-8"	98
"3499"	"117-37-3"	98
"3500"	"122-66-7"	98
"3501"	"537-17-7"	98
"3502"	"132-60-5"	98
"3503"	"118-55-8"	98
"3504"	"611-19-8"	99
"3505"	"6225-06-5"	99
"3506"	"21187-98-4"	99
"3507"	"2530-83-8"	99
"3508"	"87-89-8"	99
"3509"	"2893-78-9"	99
"3510"	"79-41-4"	99
"3511"	"93-97-0"	99
"3512"	"89-65-6"	99
"3513"	"90-01-7"	99
"3514"	"116-16-5"	99
"3515"	"69-65-8"	99
"3516"	"2436-90-0"	99
"3517"	"83480-29-9"	99
"3518"	"634-66-2"	99
"3519"	"614-45-9"	99
"3520"	"142-90-5"	99
"3521"	"22113-87-7"	99
"3522"	"930-22-3"	99
"3523"	"84962-98-1"	99
"3524"	"3778-73-2"	99
"3525"	"142-03-0"	99
"3526"	"515-74-2"	99
"3527"	"78-96-6"	99
"3528"	"108-82-7"	99
"3529"	"9005-00-9"	99
"3530"	"34645-84-6"	99
"3531"	"616-38-6"	99
"3532"	"1665-48-1"	99
"3533"	"6961-82-6"	99
"3534"	"95-96-5"	99
"3535"	"2009-83-8"	99
"3536"	"74-97-5"	99
"3537"	"125-12-2"	99
"3538"	"622-40-2"	99
"3539"	"77-92-9"	99
"3540"	"25340-17-4"	99
"3541"	"590-46-5"	99
"3542"	"538-93-2"	99
"3543"	"77-49-6"	99
"3544"	"75-85-4"	99
"3545"	"127-20-8"	99
"3546"	"672-87-7"	99
"3547"	"110-96-3"	99
"3548"	"542-02-9"	99
"3549"	"1668-54-8"	99
"3550"	"315-30-0"	99
"3551"	"38398-32-2"	99
"3552"	"50816-18-7"	99
"3553"	"558-37-2"	99
"3554"	"100-42-5"	99
"3555"	"122-99-6"	99
"3556"	"108-60-1"	99
"3557"	"104-14-3"	99
"3558"	"2835-68-9"	99
"3559"	"91-57-6"	99
"3560"	"1823-59-2"	99
"3561"	"431-03-8"	99
"3562"	"25265-71-8"	99
"3563"	"108-39-4"	99
"3564"	"149-44-0"	99
"3565"	"52628-03-2"	99
"3566"	"54-11-5"	99
"3567"	"58-86-6"	99
"3568"	"106-30-9"	99
"3569"	"882-09-7"	99
"3570"	"108-09-8"	99
"3571"	"111-82-0"	99
"3572"	"77-48-5"	99
"3573"	"1126-78-9"	99
"3574"	"80880-90-6"	99
"3575"	"833-66-9"	99
"3576"	"5324-84-5"	99
"3577"	"140-79-4"	99
"3578"	"18479-57-7"	99
"3579"	"60-12-8"	99
"3580"	"65039-10-3"	99
"3581"	"121-59-5"	99
"3582"	"124-07-2"	99
"3583"	"79-22-1"	99
"3584"	"69-72-7"	99
"3585"	"111-48-8"	99
"3586"	"547-91-1"	99
"3587"	"459-80-3"	99
"3588"	"68-12-2"	99
"3589"	"1072-53-3"	99
"3590"	"542-92-7"	99
"3591"	"129-81-7"	99
"3592"	"1070-11-7"	100
"3593"	"77-41-8"	100
"3594"	"90098-04-7"	100
"3595"	"150-13-0"	100
"3596"	"556-82-1"	100
"3597"	"50-84-0"	100
"3598"	"88-73-3"	100
"3599"	"629-59-4"	100
"3600"	"120-92-3"	100
"3601"	"137-00-8"	100
"3602"	"2008-41-5"	100
"3603"	"1897-52-5"	100
"3604"	"110-87-2"	100
"3605"	"615-53-2"	100
"3606"	"5536-61-8"	100
"3607"	"115-24-2"	100
"3608"	"150824-47-8"	100
"3609"	"58543-16-1"	100
"3610"	"611-20-1"	100
"3611"	"26159-34-2"	100
"3612"	"112-41-4"	100
"3613"	"101-41-7"	100
"3614"	"98-09-9"	100
"3615"	"15763-76-5"	100
"3616"	"68-11-1"	100
"3617"	"518048-05-0"	100
"3618"	"6770-38-3"	100
"3619"	"57-66-9"	100
"3620"	"16587-71-6"	100
"3621"	"126-83-0"	100
"3622"	"60-27-5"	100
"3623"	"294-62-2"	100
"3624"	"6620-60-6"	100
