CAS RN	Structure_SMILES_2D-QSAR
524-36-7	CC1=C(O)C(CN)=C(CO)C=N1
529-96-4	CC1=C(O)C(CN)=C(COP(O)(O)=O)C=N1
58-56-0	CC1=C(O)C(CO)=C(CO)C=N1
65-23-6	CC1=C(O)C(CO)=C(CO)C=N1
10049-83-9	CC1=C(O)C(CO)=C(CSSCC2=C(CO)C(O)=C(C)N=C2)C=N1
2835-95-2	CC1=C(O)C=C(N)C=C1
1570-64-5	CC1=C(O)C=CC(Cl)=C1
95-71-6	CC1=C(O)C=CC(O)=C1
95-48-7	CC1=C(O)C=CC=C1
608-25-3	CC1=C(O)C=CC=C1O
481-85-6	CC1=C(O)C2=CC=CC=C2C(O)=C1
3717-88-2	CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1
3653-48-3	CC1=C(OCC(O)=O)C=CC(Cl)=C1
94-74-6	CC1=C(OCC(O)=O)C=CC(Cl)=C1
1878-49-5	CC1=C(OCC(O)=O)C=CC=C1
38103-61-6	CC1=C(OCC(O)CNCCOC2=CC=C(C=C2)C(N)=O)C=CC=C1
94-81-5	CC1=C(OCCCC(O)=O)C=CC(Cl)=C1
78-30-8	CC1=C(OP(=O)(OC2=C(C)C=CC=C2)OC2=C(C)C=CC=C2)C=CC=C1
28588-74-1	CC1=C(S)C=CO1
145821-59-6	CC1=C(SC=C1)C(=CCCN1CCCC(C1)C(O)=O)C1=C(C)C=CS1
152946-68-4	CC1=C(SC2=CC=NC=C2)C2=C(C=C1)N=C(N)NC2=O
5234-68-4	CC1=C(SCCO1)C(=O)NC1=CC=CC=C1
28588-75-2	CC1=C(SSC2=C(C)OC=C2)C=CO1
1260-17-9	CC1=C2C(=O)C3=C(C(O)=C(O)C(C4OC(CO)C(O)C(O)C4O)=C3O)C(=O)C2=CC(O)=C1C(O)=O
20004-62-0	CC1=C2C(O)=CC3=C4C2=C(C(O)=C1)C(=O)C1=C4C(=C(O)C=C1O)C(=O)C3(C)C
63041-77-0	CC1=C2C=C3C=CC4=C5C(C=CC(C2=CC=C1)=C35)=CC=C4
57-97-6	CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12
90-12-0	CC1=C2C=CC=CC2=CC=C1
5541-67-3	CC1=C2C=CC=NC2=C(O)C=C1
832-69-9	CC1=C2C=CC3=CC=CC=C3C2=CC=C1
56-49-5	CC1=C2CCC3=C4C=CC5=CC=CC=C5C4=CC(C=C1)=C23
NOCAS_48505	CC1=C2N=C(C3=CC=CC=C3Cl)C3=C(NC2=NN1)C=CC(=C3)[N+]([O-])=O
41814-78-2	CC1=C2N3C=NN=C3SC2=CC=C1
50865-01-5	CC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(C=C)=C5C)C(C=C)=C4C)C(C)=C3CCC(O)=O)=C1CCC(O)=O
89-58-7	CC1=CC(=C(C)C=C1)[N+]([O-])=O
125-31-5	CC1=CC(=C(C)C=C1O)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=C(C)C=C(O)C(C)=C1
89-62-3	CC1=CC(=C(N)C=C1)[N+]([O-])=O
609-93-8	CC1=CC(=C(O)C(=C1)[N+]([O-])=O)[N+]([O-])=O
128-37-0	CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
3896-11-5	CC1=CC(=C(O)C(=C1)N1N=C2C=CC(Cl)=CC2=N1)C(C)(C)C
1491-59-4	CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C
40601-76-1	CC1=CC(=C(O)C(C)=C1CN1C(=O)N(CC2=C(C)C(O)=C(C=C2C)C(C)(C)C)C(=O)N(CC2=C(C)C(O)=C(C=C2C)C(C)(C)C)C1=O)C(C)(C)C
119-33-5	CC1=CC(=C(O)C=C1)[N+]([O-])=O
2409-55-4	CC1=CC(=C(O)C=C1)C(C)(C)C
99-12-7	CC1=CC(=CC(C)=C1)[N+]([O-])=O
1218-35-5	CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C
54827-17-7	CC1=CC(=CC(C)=C1N)C1=CC(C)=C(N)C(C)=C1
5613-46-7	CC1=CC(=CC(C)=C1O)C(C)(C)C1=CC(C)=C(O)C(C)=C1
99-08-1	CC1=CC(=CC=C1)[N+]([O-])=O
620-22-4	CC1=CC(=CC=C1)C#N
99-52-5	CC1=CC(=CC=C1N)[N+]([O-])=O
632-99-5	CC1=CC(=CC=C1N)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1
119-93-7	CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1
612-82-8	CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1
72-57-1	CC1=CC(=CC=C1N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O)C1=CC(C)=C(C=C1)N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O
5850-86-2	CC1=CC(=CC=C1N=NC1=C(O)C=CC2=CC=CC=C12)S(O)(=O)=O
992-59-6	CC1=CC(=CC=C1N=NC1=CC(=C2C=CC=CC2=C1N)S(O)(=O)=O)C1=CC(C)=C(C=C1)N=NC1=CC(=C2C=CC=CC2=C1N)S(O)(=O)=O
314-13-6	CC1=CC(=CC=C1N=NC1=CC=C2C(=CC(=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O)C1=CC(C)=C(C=C1)N=NC1=CC=C2C(=CC(=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O
272451-65-7	CC1=CC(=CC=C1NC(=O)C1=CC=CC(I)=C1C(=O)NC(C)(C)CS(C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F
79-97-0	CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1
25953-17-7	CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1
25046-79-1	CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
59-63-2	CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1
58-27-5	CC1=CC(=O)C2=C(C=CC=C2)C1=O
1196-01-6	CC1=CC(=O)C2CC1C2(C)C
78-59-1	CC1=CC(=O)CC(C)(C)C1
1125-21-9	CC1=CC(=O)CC(C)(C)C1=O
1193-18-6	CC1=CC(=O)CCC1
41621-49-2	CC1=CC(=O)N(O)C(=C1)C1CCCCC1
10004-44-1	CC1=CC(=O)NO1
55589-62-3	CC1=CC(=O)NS(=O)(=O)O1
2107-76-8	CC1=CC(=O)OC2=C1C(O)=CC(O)=C2
103764-33-6	CC1=CC(=O)OC2=C1C=CC(O)=C2
90-33-5	CC1=CC(=O)OC2=C1C=CC(O)=C2
137215-12-4	CC1=CC(=O)OC2=C1C=CC(OC1SCC(O)C(O)C1O)=C2
67268-43-3	CC1=CC(=O)OC2=CC(OCC#C)=CC=C12
96686-51-0	CC1=CC(Br)=CC=C1NC(=O)CCl
NOCAS_45775	CC1=CC(C(=O)N2CCC3(CCCC3)CC2)=C(NC(=O)CC(CC(O)=O)C2=C3C=CC=CC3=CC=C2)C(C)=C1
57808-65-8	CC1=CC(C(C#N)C2=CC=C(Cl)C=C2)=C(Cl)C=C1NC(=O)C1=CC(I)=CC(I)=C1O
147-47-7	CC1=CC(C)(C)NC2=C1C=CC=C2
78266-06-5	CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
162881-26-7	CC1=CC(C)=C(C(=O)P(=O)(C(=O)C2=C(C)C=C(C)C=C2C)C2=CC=CC=C2)C(C)=C1
75980-60-8	CC1=CC(C)=C(C(=O)P(=O)(C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1
480-63-7	CC1=CC(C)=C(C(O)=O)C(C)=C1
527-53-7	CC1=CC(C)=C(C)C(C)=C1
95-63-6	CC1=CC(C)=C(C)C=C1
95-93-2	CC1=CC(C)=C(C)C=C1C
3564-09-8	CC1=CC(C)=C(C)C=C1N=NC1=C(O)C(=CC2=CC(=CC=C12)S(O)(=O)=O)S(O)(=O)=O
89-87-2	CC1=CC(C)=C(C=C1)[N+]([O-])=O
4548-53-2	CC1=CC(C)=C(C=C1N=NC1=CC(=C2C=CC=CC2=C1O)S(O)(=O)=O)S(O)(=O)=O
487-68-3	CC1=CC(C)=C(C=O)C(C)=C1
283594-90-1	CC1=CC(C)=C(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)C(C)=C1
21436-96-4	CC1=CC(C)=C(N)C=C1
95-68-1	CC1=CC(C)=C(N)C=C1
137-17-7	CC1=CC(C)=C(N)C=C1C
204005-46-9	CC1=CC(C)=C(N1)C=C1C(=O)NC2=CC=CC=C12
1879-09-0	CC1=CC(C)=C(O)C(=C1)C(C)(C)C
527-60-6	CC1=CC(C)=C(O)C(C)=C1
105-67-9	CC1=CC(C)=C(O)C=C1
108-67-8	CC1=CC(C)=CC(C)=C1
108-38-3	CC1=CC(C)=CC=C1
591-22-0	CC1=CC(C)=CN=C1
53112-28-0	CC1=CC(C)=NC(NC2=CC=CC=C2)=N1
57-68-1	CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
100-80-1	CC1=CC(C=C)=CC=C1
42779-82-8	CC1=CC(CC(O)=O)=C(C)N1C1=CC=C(Cl)C=C1
119-47-1	CC1=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C(O)C(=C1)C(C)(C)C
36443-68-2	CC1=CC(CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(C)=C(O)C(=C2)C(C)(C)C)=CC(=C1O)C(C)(C)C
676116-04-4	CC1=CC(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)=CC2=C1NC(=O)CC2(C)C
1124-05-6	CC1=CC(Cl)=C(C)C=C1Cl
63133-82-4	CC1=CC(Cl)=C(N)C(C)=C1
1104-22-9	CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1
95-78-3	CC1=CC(N)=C(C)C=C1
522-51-0	CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C2C=CC=CC2=C(N)C=C1C
108-69-0	CC1=CC(N)=CC(C)=C1
108-44-1	CC1=CC(N)=CC=C1
638-03-9	CC1=CC(N)=CC=C1
1072-67-9	CC1=CC(N)=NO1
2440-22-4	CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1
290352-28-2	CC1=CC(NC(=O)C(O)=O)=CC(C)=C1OC1=CC=C(O)C2=C1CCC2
898128-45-5	CC1=CC(NC2=C(C=CC=C2)C(O)=O)=CC=C1Cl
6219-89-2	CC1=CC(NC2=CC=C(O)C=C2)=CC=C1N
1205-64-7	CC1=CC(NC2=CC=CC=C2)=CC=C1
723-46-6	CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
697-82-5	CC1=CC(O)=C(C)C(C)=C1
95-87-4	CC1=CC(O)=C(C)C=C1
88-60-8	CC1=CC(O)=C(C=C1)C(C)(C)C
96-69-5	CC1=CC(O)=C(C=C1SC1=C(C)C=C(O)C(=C1)C(C)(C)C)C(C)(C)C
133-53-9	CC1=CC(O)=C(Cl)C(C)=C1Cl
1124-04-5	CC1=CC(O)=C(Cl)C=C1C
452-86-8	CC1=CC(O)=C(O)C=C1
518-82-1	CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1
481-74-3	CC1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1
22733-60-4	CC1=CC(O)=C2C3OCC45CCCC(C)(C)C4CCC(C)(OC2=C1)C35
108-68-9	CC1=CC(O)=CC(C)=C1
88-04-0	CC1=CC(O)=CC(C)=C1Cl
108-39-4	CC1=CC(O)=CC=C1
2835-99-6	CC1=CC(O)=CC=C1N
470-99-5	CC1=CC(O)CC(C)(C)C1
1665-48-1	CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1
25812-30-0	CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
54914-85-1	CC1=CC(OCCOC2=CC=CC(C)=C2)=CC=C1
106-38-7	CC1=CC=C(Br)C=C1
610-39-9	CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O
827-21-4	CC1=CC=C(C(C)=C1)S(O)(=O)=O
578-46-1	CC1=CC=C(C(N)=C1)[N+]([O-])=O
609-54-1	CC1=CC=C(C)C(=C1)S(O)(=O)=O
827-19-0	CC1=CC=C(C)C(=C1)S(O)(=O)=O
2416-94-6	CC1=CC=C(C)C(O)=C1C
106-42-3	CC1=CC=C(C)C=C1
571-58-4	CC1=CC=C(C)C2=C1C=CC=C2
625-86-5	CC1=CC=C(C)O1
622-97-9	CC1=CC=C(C=C)C=C1
99-99-0	CC1=CC=C(C=C1)[N+]([O-])=O
104-85-8	CC1=CC=C(C=C1)C#N
87848-99-5	CC1=CC=C(C=C1)C(=CCN1CCCC1)C1=CC=CC(C=CC(O)=O)=N1
6138-79-0	CC1=CC=C(C=C1)C(=CCN1CCCC1)C1=CC=CC=N1
486-12-4	CC1=CC=C(C=C1)C(=CCN1CCCC1)C1=CC=CC=N1
134308-13-7	CC1=CC=C(C=C1)C(=O)C1=CC(O)=C(O)C(=C1)[N+]([O-])=O
134-84-9	CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1
30392-40-6	CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C
98-51-1	CC1=CC=C(C=C1)C(C)(C)C
1823-31-0	CC1=CC=C(C=C1)C(C)(C)C1=CC=C(C)C=C1
1197-01-9	CC1=CC=C(C=C1)C(C)(C)O
874-60-2	CC1=CC=C(C=C1)C(Cl)=O
99-94-5	CC1=CC=C(C=C1)C(O)=O
1050-79-9	CC1=CC=C(C=C1)C1(O)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
169590-42-5	CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
644-08-6	CC1=CC=C(C=C1)C1=CC=CC=C1
114772-53-1	CC1=CC=C(C=C1)C1=CC=CC=C1C#N
81541-12-0	CC1=CC=C(C=C1)C1OCC2OC(OC(C(O)CO)C2O1)C1=CC=C(C)C=C1
50-60-2	CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
3077-12-1	CC1=CC=C(C=C1)N(CCO)CCO
285983-48-4	CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C
20018-09-1	CC1=CC=C(C=C1)S(=O)(=O)C(I)I
4083-64-1	CC1=CC=C(C=C1)S(=O)(=O)N=C=O
1027-87-8	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCC1
664-95-9	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
1038-59-1	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCCCC1
21187-98-4	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1
1156-19-0	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
4272-74-6	CC1=CC=C(C=C1)S(=O)(=O)NC(CCCCN)C(=O)CCl
80-30-8	CC1=CC=C(C=C1)S(=O)(=O)NC1CCCCC1
7080-50-4	CC1=CC=C(C=C1)S(=O)(=O)NCl
6459-94-5	CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S(O)(=O)=O)S(O)(=O)=O)C(C)=C1
70-55-3	CC1=CC=C(C=C1)S(N)(=O)=O
104-15-4	CC1=CC=C(C=C1)S(O)(=O)=O
6192-52-5	CC1=CC=C(C=C1)S(O)(=O)=O
657-84-1	CC1=CC=C(C=C1)S(O)(=O)=O
99-51-4	CC1=CC=C(C=C1C)[N+]([O-])=O
121-86-8	CC1=CC=C(C=C1Cl)[N+]([O-])=O
584-84-9	CC1=CC=C(C=C1N=C=O)N=C=O
145-63-1	CC1=CC=C(C=C1NC(=O)C1=CC(NC(=O)NC2=CC(=CC=C2)C(=O)NC2=C(C)C=CC(=C2)C(=O)NC2=CC=C(C3=CC(=CC(=C23)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)=CC=C1)C(=O)NC1=CC=C(C2=C1C(=CC(=C2)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
121-03-9	CC1=CC=C(C=C1S(O)(=O)=O)[N+]([O-])=O
36861-47-9	CC1=CC=C(C=C2C3CCC(C2=O)C3(C)C)C=C1
15387-18-5	CC1=CC=C(C=NN2C(=S)SC=C2C2=CC=CC=C2)C=C1
104-87-0	CC1=CC=C(C=O)C=C1
104-82-5	CC1=CC=C(CCl)C=C1
615-74-7	CC1=CC=C(Cl)C(O)=C1
14556-46-8	CC1=CC=C(Cl)C(OCC(O)CNC(C)(C)C)=C1
106-43-4	CC1=CC=C(Cl)C=C1
95-73-8	CC1=CC=C(Cl)C=C1Cl
95-79-4	CC1=CC=C(Cl)C=C1N
589-18-4	CC1=CC=C(CO)C=C1
88-44-8	CC1=CC=C(N)C(=C1)S(O)(=O)=O
496-72-0	CC1=CC=C(N)C(N)=C1
540-23-8	CC1=CC=C(N)C=C1
106-49-0	CC1=CC=C(N)C=C1
95-64-7	CC1=CC=C(N)C=C1C
118-88-7	CC1=CC=C(N)C=C1S(O)(=O)=O
1603-41-4	CC1=CC=C(N)N=C1
5281-04-9	CC1=CC=C(N=NC2=C(O)C(=CC3=C2C=CC=C3)C(O)=O)C(=C1)S(O)(=O)=O
1320-07-6	CC1=CC=C(N=NC2=C(O)C=CC(N=NC3=CC=C(C=C3)S(O)(=O)=O)=C2O)C(C)=C1
3118-97-6	CC1=CC=C(N=NC2=C(O)C=CC3=CC=CC=C23)C(C)=C1
622-51-5	CC1=CC=C(NC(N)=O)C=C1
60397-77-5	CC1=CC=C(NC=O)C(C)=C1
220991-20-8	CC1=CC=C(NC2=C(F)C=CC=C2Cl)C(CC(O)=O)=C1
81-48-1	CC1=CC=C(NC2=C3C(=O)C4=C(C=CC=C4)C(=O)C3=C(O)C=C2)C=C1
1470-57-1	CC1=CC=C(O)C(=C1)C(=O)C1=CC=CC=C1
95-84-1	CC1=CC=C(O)C(N)=C1
106-44-5	CC1=CC=C(O)C=C1
1917-15-3	CC1=CC=C(O1)C(O)=O
607-88-5	CC1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1
106-45-6	CC1=CC=C(S)C=C1
13679-70-4	CC1=CC=C(S1)C=O
129-15-7	CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1[N+]([O-])=O
82-28-0	CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N
2531-84-2	CC1=CC=C2C(C=CC3=CC=CC=C23)=C1
72-80-0	CC1=CC=C2C(Cl)=CC(Cl)=C(O)C2=N1
881-03-8	CC1=CC=C2C=CC=CC2=C1[N+]([O-])=O
612-60-2	CC1=CC=C2C=CC=NC2=C1
2381-21-7	CC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4
207572-66-5	CC1=CC=C2N3CCNC4CCCC(=C34)C2=C1
92-48-8	CC1=CC=C2OC(=O)C=CC2=C1
28940-11-6	CC1=CC=C2OCC(=O)COC2=C1
99-04-7	CC1=CC=CC(=C1)C(O)=O
602-01-7	CC1=CC=CC(=C1[N+]([O-])=O)[N+]([O-])=O
13506-76-8	CC1=CC=CC(=C1C(O)=O)[N+]([O-])=O
83-41-0	CC1=CC=CC(=C1C)[N+]([O-])=O
2219-82-1	CC1=CC=CC(=C1O)C(C)(C)C
591-17-3	CC1=CC=CC(Br)=C1
5437-38-7	CC1=CC=CC(C(O)=O)=C1[N+]([O-])=O
81-20-9	CC1=CC=CC(C)=C1[N+]([O-])=O
526-73-8	CC1=CC=CC(C)=C1C
87-62-7	CC1=CC=CC(C)=C1N
19368-18-4	CC1=CC=CC(C)=C1NC(=O)C1=C(C=CC=C1)C(O)=O
14293-44-8	CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O
787-93-9	CC1=CC=CC(C)=C1NC(=O)C1=CC=C(N)C=C1
88069-67-4	CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2
59160-29-1	CC1=CC=CC(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
2210-77-7	CC1=CC=CC(C)=C1NC(=O)CN1CCCC1
77191-36-7	CC1=CC=CC(C)=C1NC(=O)CN1CCCC1=O
83471-41-4	CC1=CC=CC(C)=C1NC(=O)CN1CCCCCC1
3416-26-0	CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1
4394-04-1	CC1=CC=CC(C)=C1NC1=NC=CC=C1C(O)=O
7361-61-7	CC1=CC=CC(C)=C1NC1=NCCCS1
576-26-1	CC1=CC=CC(C)=C1O
108-48-5	CC1=CC=CC(C)=N1
87-59-2	CC1=CC=CC(N)=C1C
4394-05-2	CC1=CC=CC(NC2=NC=CC=C2C(O)=O)=C1C
3586-14-9	CC1=CC=CC(OC2=CC=CC=C2)=C1
563-04-2	CC1=CC=CC(OP(=O)(OC2=CC(C)=CC=C2)OC2=CC(C)=CC=C2)=C1
108-88-3	CC1=CC=CC=C1
88-72-2	CC1=CC=CC=C1[N+]([O-])=O
529-19-1	CC1=CC=CC=C1C#N
114417-20-8	CC1=CC=CC=C1C(=O)N1CCC(=NOS(O)(=O)=O)C2=CC=C(Cl)C=C12
150683-30-0	CC1=CC=CC=C1C(=O)NC1=CC=C(C(=O)N2CCCC(O)C3=C2C=CC(Cl)=C3)C(C)=C1
527-85-5	CC1=CC=CC=C1C(N)=O
552-45-4	CC1=CC=CC=C1CCl
19819-98-8	CC1=CC=CC=C1CCO
85-83-6	CC1=CC=CC=C1N=NC1=CC(C)=C(C=C1)N=NC1=C2C=CC=CC2=CC=C1O
72822-13-0	CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1
97-39-2	CC1=CC=CC=C1NC(=N)NC1=C(C)C=CC=C1
59-47-2	CC1=CC=CC=C1OCC(O)CO
2210-79-9	CC1=CC=CC=C1OCC1CO1
137-06-4	CC1=CC=CC=C1S
15046-75-0	CC1=CC=CC=C1S(O)(=O)=O
1477-42-5	CC1=CC=CC2=C1N=C(N)S2
611-32-5	CC1=CC=CC2=CC=CN=C12
13708-12-8	CC1=CC=CC2=NC=CN=C12
108-99-6	CC1=CC=CN=C1
100299-08-9	CC1=CC=CN2C(=O)C(=CN=C12)C1=NN=NN1
534-22-5	CC1=CC=CO1
695-34-1	CC1=CC=NC(N)=C1
127-79-7	CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
108-89-4	CC1=CC=NC=C1
491-35-0	CC1=CC=NC2=C1C=CC=C2
129618-40-2	CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1
491-59-8	CC1=CC2=C(C(O)=C1)C(O)=C1C(O)=CC=CC1=C2
84-54-8	CC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O
19438-61-0	CC1=CC2=C(C=C1)C(=O)OC2=O
575-43-9	CC1=CC2=C(C=C1)C(C)=CC=C2
581-42-0	CC1=CC2=C(C=C1)C=C(C)C=C2
153559-49-0	CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
200940-23-4	CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC1=CC=C(OC2=CC=CN=C2C)N=C1
83-88-5	CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2
84366-81-4	CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1O)N1C=NC3=C(N)N=CN=C13)C1=NC(=O)NC(=O)C1=N2
29927-08-0	CC1=CC2=C(C=C1C)N=C(N)S2
1084-65-7	CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2
90717-03-6	CC1=CC2=C(N=C1)C(C(O)=O)=C(Cl)C=C2
91-61-2	CC1=CC2=C(NCCC2)C=C1
136-85-6	CC1=CC2=C(NN=N2)C=C1
146011-65-6	CC1=CC2=C(OC(CN(CC3=CC=CC=C3)C(=O)NC3=C(F)C=C(F)C=C3F)=C2C2=CC=C(Cl)C=C2)C=C1
62658-63-3	CC1=CC2=C(OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3)C=CC=C2N1
1207-12-1	CC1=CC2=C(SC3=CC=CC(C)=C23)C=C1
91-57-6	CC1=CC2=CC=CC=C2C=C1
91-62-3	CC1=CC2=CC=CN=C2C=C1
3902-71-4	CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1
2439-01-2	CC1=CC2=NC3=C(SC(=O)S3)N=C2C=C1
591-12-8	CC1=CCC(=O)O1
4501-58-0	CC1=CCC(CC=O)C1(C)C
98-55-5	CC1=CCC(CC1)C(C)(C)O
10482-56-1	CC1=CCC(CC1)C(C)(C)O
13466-78-9	CC1=CCC2C(C1)C2(C)C
7785-26-4	CC1=CCC2CC1C2(C)C
80-56-8	CC1=CCC2CC1C2(C)C
7785-70-8	CC1=CCC2CC1C2(C)C
87-44-5	CC1=CCCC(=C)C2CC(C)(C)C2CC1
79-78-7	CC1=CCCC(C)(C)C1C=CC(=O)CCC=C
20554-84-1	CC1=CCCC2(C)OC2C2OC(=O)C(=C)C2CC1
53179-13-8	CC1=CN(C(=O)C=C1)C1=CC=CC=C1
25526-93-6	CC1=CN(C2CC(F)C(CO)O2)C(=O)NC1=O
30516-87-1	CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)N=C1O
50-89-5	CC1=CN(C2CC(O)C(CO)O2)C(=O)N=C1O
163252-36-6	CC1=CN(C2OC(CO)C(O)C2F)C(=O)NC1=O
3056-17-5	CC1=CN(C2OC(CO)C=C2)C(=O)NC1=O
1068967-96-3	CC1=CN(NC(=O)C2=C(C)N=C(N=C2)C2=CC=CC=N2)C2=CC=C(F)C=C12
14667-55-1	CC1=CN=C(C)C(C)=N1
599-88-2	CC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1
822-36-6	CC1=CNC=N1
83-34-1	CC1=CNC2=C1C=CC=C2
56010-88-9	CC1=CNN=C1
85-90-5	CC1=COC2=C(C=CC=C2)C1=O
707-61-9	CC1=CP(=O)(CC1)C1=CC=CC=C1
693-95-8	CC1=CSC=N1
931-19-1	CC1=N(=O)C=CC=C1
302962-49-8	CC1=NC(=CC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=N1)N1CCN(CCO)CC1
21721-92-6	CC1=NC(=CN1C1=CC=C(C=C1)[N+]([O-])=O)[N+]([O-])=O
NOCAS_47325	CC1=NC(=NO1)C1=CC=C2CCN(CCC3CCC(CC3)NC(=O)C=CC3=CC=C(F)C=C3)CCC2=C1
78415-72-2	CC1=NC(=O)C(=CC1C1=CC=NC=C1)C#N
119615-63-3	CC1=NC(=O)C(=CC1C1=CN2C=CN=C2C=C1)C#N
5902-51-2	CC1=NC(=O)N(C(=O)C1Cl)C(C)(C)C
626-48-2	CC1=NC(=O)NC(=O)C1
56-04-2	CC1=NC(=S)NC(=O)C1
111011-63-3	CC1=NC(C)=C(C(C1C(=O)OCCN(Cc1ccccc1)c1ccccc1)c1cccc(c1)[N+]([O-])=O)P1(=O)OCC(C)(C)CO1
