CAS RN	Structure_SMILES_2D-QSAR
4998-76-9	NC1CCCCC1
108-91-8	NC1CCCCC1
694-83-7	NC1CCCCC1N
115964-29-9	NC1CCN(C1)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O
77145-61-0	NC1CCN(CC1)C1=NC(Cl)=CC=C1
127254-12-0	NC1CN(CC11CC1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1CC1F)C(O)=O
68-41-7	NC1CONC1=O
113-79-1	NC1CSSCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC1=O)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=N)C(=O)NCC(N)=O
129979-57-3	NC1CSSCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC1=O)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=N)C(=O)NCC(N)=O
5451-09-2	NCC(=O)CCC(O)=O
1134-47-0	NCC(CC(O)=O)C1=CC=C(Cl)C=C1
56-40-6	NCC(O)=O
51-41-2	NCC(O)C1=CC=C(O)C(O)=C1
104-14-3	NCC(O)C1=CC=C(O)C=C1
770-05-8	NCC(O)C1=CC=C(O)C=C1
4779-94-6	NCC(O)C1=CC=CC(O)=C1
924-49-2	NCC(O)CC(O)=O
38090-53-8	NCC=CC(O)=O
60142-96-3	NCC1(CC(O)=O)CCCCC1
NOCAS_47292	NCC1(CC2=NOC(=O)N2)CCCCC1
60925-61-3	NCC1=C(CC(=O)NC2C3SCC(CSC4=NN=NN4CC(O)=O)=C(N3C2=O)C(O)=O)C=CC=C1
1477-55-0	NCC1=CC(CN)=CC=C1
138-37-4	NCC1=CC=C(C=C1)S(N)(=O)=O
725228-45-5	NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC=C(O1)C#CC1=CC=CC=C1F
100-46-9	NCC1=CC=CC=C1
79467-22-4	NCC1=CC=CC=C1SC1=C(CO)C=CC=C1
617-89-0	NCC1=CC=CO1
3731-52-0	NCC1=CN=CC=C1
27724-96-5	NCC1CCC(CC1)C(=O)OC1=CC=C(CCC(O)=O)C=C1
34493-98-6	NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1
2579-20-6	NCC1CCCC(CN)C1
1263-89-4	NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O
53797-35-6	NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O
4696-76-8	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O
29701-07-3	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O
32986-56-4	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O
25389-94-0	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
40391-99-9	NCCC(O)(P(O)(O)=O)P(O)(O)=O
37517-28-5	NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O
104931-87-5	NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O
51-61-6	NCCC1=CC(O)=C(O)C=C1
62-31-7	NCCC1=CC(O)=C(O)C=C1
28094-15-7	NCCC1=CC(O)=C(O)C=C1O
51-67-2	NCCC1=CC=C(O)C=C1
60-19-5	NCCC1=CC=C(O)C=C1
51-45-6	NCCC1=CN=CN1
138-92-1	NCCC1=NNC=C1
121268-17-5	NCCCC(O)(P(O)(O)=O)P(O)(O)=O
56-12-2	NCCCC(O)=O
56-87-1	NCCCCC(N)C(O)=O
50-57-7	NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
56-59-7	NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
14636-12-5	NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
83915-83-7	NCCCCC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCCC1C(O)=O
60-32-2	NCCCCCC(O)=O
124-09-4	NCCCCCCN
143-23-7	NCCCCCCNCCCCCCN
4985-85-7	NCCCN(CCO)CCO
7209-38-3	NCCCN1CCN(CCCN)CC1
123-00-2	NCCCN1CCOCC1
85468-01-5	NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCNC(N)=N
56-18-8	NCCCNCCCN
20537-88-6	NCCCNCCSP(O)(O)=O
4246-51-9	NCCCOCCOCCOCCCN
107-15-3	NCCN
5700-49-2	NCCN
6281-42-1	NCCN1CCNC1=O
140-31-8	NCCN1CCNCC1
2038-03-1	NCCN1CCOCC1
103878-83-7	NCCNC(=O)C1=NC=C(Cl)C=C1
1465-25-4	NCCNC1=C2C=CC=CC2=CC=C1
111-40-0	NCCNCCN
112-24-3	NCCNCCNCCN
112-57-2	NCCNCCNCCNCCN
111-41-1	NCCNCCO
53226-35-0	NCCO
141-43-5	NCCO
55720-26-8	NCCOC=CC(N)C(O)=O
2752-17-2	NCCOCCN
929-06-6	NCCOCCO
929-59-9	NCCOCCOCCN
926-39-6	NCCOS(O)(=O)=O
60-23-1	NCCS
156-57-0	NCCS
107-35-7	NCCS(O)(=O)=O
584-13-4	NN1C=NN=C1
2760-98-7	NNC(=O)C1=CC(=CC=C1)C(=O)NN
613-94-5	NNC(=O)C1=CC=CC=C1
553-53-7	NNC(=O)C1=CC=CN=C1
54-85-3	NNC(=O)C1=CC=NC=C1
140-87-4	NNC(=O)CC#N
1071-93-8	NNC(=O)CCCCC(=O)NN
16543-10-5	NNC(=O)CP(=O)(C1=CC=CC=C1)C1=CC=CC=C1
5331-43-1	NNC(=O)OCC1=CC=CC=C1
2231-57-4	NNC(=S)NN
1937-19-5	NNC(N)=N
563-41-7	NNC(N)=O
79-19-6	NNC(N)=S
484-23-1	NNC1=C2C=CC=CC2=C(NN)N=N1
619-67-0	NNC1=CC=C(C=C1)C(O)=O
24589-77-3	NNC1=CC=C(C=C1)C(O)=O
59-88-1	NNC1=CC=CC=C1
100-63-0	NNC1=CC=CC=C1
26049-70-7	NNC1=NC(=CS1)C1=CC=C(C=C1)[N+]([O-])=O
26049-71-8	NNC1=NC(=CS1)C1=CC=C(N)C=C1
34176-52-8	NNC1=NC(=CS1)C1=CC=CC=C1
17692-43-2	NNC1=NN=C(CC2=CC=NC=C2)C2=CC=CC=C12
304-20-1	NNC1=NN=CC2=CC=CC=C12
20570-96-1	NNCC1=CC=CC=C1
156-51-4	NNCCC1=CC=CC=C1
109-84-2	NNCCO
80-51-3	NNS(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)NN)C=C1
70788-28-2	NP(N)(=O)NC(=O)C1=CC=C(F)C=C1
754-91-6	NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
73-48-3	NS(=O)(=O)C1=C(C=C2NC(CC3=CC=CC=C3)NS(=O)(=O)C2=C1)C(F)(F)F
135-09-1	NS(=O)(=O)C1=C(C=C2NCNS(=O)(=O)C2=C1)C(F)(F)F
54-31-9	NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
91-33-8	NS(=O)(=O)C1=C(Cl)C=C2N=C(CSCC3=CC=CC=C3)NS(=O)(=O)C2=C1
742-20-1	NS(=O)(=O)C1=C(Cl)C=C2NC(CC3CCCC3)NS(=O)(=O)C2=C1
133-67-5	NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl
2259-96-3	NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2
77-36-1	NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
55837-27-9	NS(=O)(=O)C1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)N1CCCC1
27589-33-9	NS(=O)(=O)C1=CC(C2=NN=NN2)=C(NCC2=CC=CS2)C=C1Cl
120-97-8	NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O
138-41-0	NS(=O)(=O)C1=CC=C(C=C1)C(O)=O
61-56-3	NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O
671-95-4	NS(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O
3563-14-2	NS(=O)(=O)C1=CC=C(NC(=O)CCC(O)=O)C=C1
6961-82-6	NS(=O)(=O)C1=CC=CC=C1Cl
37526-59-3	NS(=O)(=O)C1=CC=CC=C1OC(F)(F)F
58-94-6	NS(=O)(=O)C1=CC2=C(C=C1Cl)N=CNS2(=O)=O
2127-01-7	NS(=O)(=O)C1=CC2=C(CN(C3CCCCC3)C2=O)C=C1Cl
1824-50-6	NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1Cl
5588-16-9	NS(=O)(=O)C1=CC2=C(NC(CSCC=C)NS2(=O)=O)C=C1Cl
58-93-5	NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl
68291-97-4	NS(=O)(=O)CC1=NOC2=C1C=CC=C2
101-84-8	O(C1=CC=CC=C1)C1=CC=CC=C1
101-02-0	O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1
791-31-1	O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
134-81-6	O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1
492-94-4	O=C(C(=O)C1=CC=CO1)C1=CC=CO1
82-66-6	O=C(C(C1=CC=CC=C1)C1=CC=CC=C1)C1C(=O)C2=C(C=CC=C2)C1=O
94-62-2	O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1
119-61-9	O=C(C1=CC=CC=C1)C1=CC=CC=C1
2421-28-5	O=C(C1=CC2=C(C=C1)C(=O)OC2=O)C1=CC2=C(C=C1)C(=O)OC2=O
110958-19-5	O=C(C1CCC(=O)N1)N1CCCCC1
5407-98-7	O=C(C1CCC1)C1=CC=CC=C1
712-50-5	O=C(C1CCCCC1)C1=CC=CC=C1
55268-74-1	O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1
98123-83-2	O=C(C1CCCCC1)N1CC2N(CCCC3=CC=CC=C23)C(=O)C1
120-46-7	O=C(CC(=O)C1=CC=CC=C1)C1=CC=CC=C1
451-40-1	O=C(CC1=CC=CC=C1)C1=CC=CC=C1
102-16-9	O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1
102-20-5	O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1
263248-42-6	O=C(CCC1CCN(CC2=CC=CC=C2)CC1)C1=CC2=C(CCCCN2)C=C1
107071-66-9	O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(CC1)C=C(C1=CC=CC=C1)C1=CC=CC=C1
473-32-5	O=C(CCCCCCCCCCCCC1CCCC1)NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NC(=O)CCCCCCCCCCCCC2CCCC2)C=C1
33743-96-3	O=C(CCN1CCC(C1)C1=CC=CC=C1)C1=CC2=C(OCCO2)C=C1
51-12-7	O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1
37561-27-6	O=C(CN1CCN(CC2=CC=C3OCOC3=C2)CC1)N1C2=CC=CC=C2SC2=CC=CC=C12
64204-55-3	O=C(CN1CCNCC1)NC1CCCCC1
118288-08-7	O=C(CS(=O)CC1=CC=CO1)NCC=CCOC1=CC(CN2CCCCC2)=CC=N1
41717-30-0	O=C(N1CCN(CC2=CC=CC=C2)CC1)C1=CC2=C(O1)C=CC=C2
40172-95-0	O=C(N1CCNCC1)C1=CC=CO1
103177-37-3	O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1
102-07-8	O=C(NC1=CC=CC=C1)NC1=CC=CC=C1
537-12-2	O=C(NC1=CC=CC=C1)OCC(CN1CCCCC1)OC(=O)NC1=CC=CC=C1
135-57-9	O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1
51707-55-2	O=C(NC1=CN=NS1)NC1=CC=CC=C1
2829-19-8	O=C(NC1CC1C1=CC=CC=C1)C1CCC(=O)N1
38821-52-2	O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1
29876-14-0	O=C(NCCC1=CNC2=CC=CC=C12)C1=CC=CN=C1
952-54-5	O=C(NCN1CCOCC1)C1=CN=CC=N1
1707-15-9	O=C(NNCNNC(=O)C1=CC=NC=C1)C1=CC=NC=C1
93-97-0	O=C(OC(=O)C1=CC=CC=C1)C1=CC=CC=C1
744-45-6	O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1
93-99-2	O=C(OC1=CC=CC=C1)C1=CC=CC=C1
84-62-8	O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1
102-09-0	O=C(OC1=CC=CC=C1)OC1=CC=CC=C1
86-75-9	O=C(OC1=CC=CC2=C1N=CC=C2)C1=CC=CC=C1
84-61-7	O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1
16852-81-6	O=C(OC1CN2CCC1CC2)C1=CC=CC=C1
4196-86-5	O=C(OCC(COC(=O)C1=CC=CC=C1)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1)C1=CC=CC=C1
5868-05-3	O=C(OCC(COC(=O)C1=CC=CN=C1)(COC(=O)C1=CC=CN=C1)COC(=O)C1=CC=CN=C1)C1=CC=CN=C1
122-69-0	O=C(OCC=CC1=CC=CC=C1)C=CC1=CC=CC=C1
7579-36-4	O=C(OCC1=CC=CC=C1)C(=O)OCC1=CC=CC=C1
103-41-3	O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1
120-51-4	O=C(OCC1=CC=CC=C1)C1=CC=CC=C1
94-44-0	O=C(OCC1=CC=CC=C1)C1=CN=CC=C1
2449-05-0	O=C(OCC1=CC=CC=C1)N=NC(=O)OCC1=CC=CC=C1
2386-87-0	O=C(OCC1CCC2OC2C1)C1CCC2OC2C1
5493-45-8	O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1
103-53-7	O=C(OCCC1=CC=CC=C1)C=CC1=CC=CC=C1
94-47-3	O=C(OCCC1=CC=CC=C1)C1=CC=CC=C1
122-68-9	O=C(OCCCC1=CC=CC=C1)C=CC1=CC=CC=C1
22915-73-7	O=C(OCCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
6624-73-3	O=C(OCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
120-55-8	O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
120-56-9	O=C(OCCOCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
94-36-0	O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
101-68-8	O=C=NC1=CC=C(CC2=CC=C(C=C2)N=C=O)C=C1
5124-30-1	O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1
3173-53-3	O=C=NC1CCCCC1
3634-83-1	O=C=NCC1=CC(CN=C=O)=CC=C1
38661-72-2	O=C=NCC1CCCC(CN=C=O)C1
822-06-0	O=C=NCCCCCCN=C=O
886-38-4	O=C1C(=C1C1=CC=CC=C1)C1=CC=CC=C1
84-12-8	O=C1C(=O)C2=C(C=CC=N2)C2=CC=CN=C12
82-86-0	O=C1C(=O)C2=CC=CC3=C2C1=CC=C3
83-12-5	O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1
893-01-6	O=C1C(CCCC1=CC1=CC=CS1)=CC1=CC=CS1
57-96-5	O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1
482-89-3	O=C1C(NC2=C1C=CC=C2)C1=NC2=C(C=CC=C2)C1=O
6051-87-2	O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1
525-82-6	O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1
106-51-4	O=C1C=CC(=O)C=C1
130-15-4	O=C1C=CC(=O)C2=C1C=CC=C2
3006-93-7	O=C1C=CC(=O)N1C1=CC(=CC=C1)N1C(=O)C=CC1=O
13676-54-5	O=C1C=CC(=O)N1C1=CC=C(CC2=CC=C(C=C2)N2C(=O)C=CC2=O)C=C1
941-69-5	O=C1C=CC(=O)N1C1=CC=CC=C1
142-08-5	O=C1C=CCC=N1
84-65-1	O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2
90-44-8	O=C1C2=C(CC3=C1C=CC=C3)C=CC=C2
90-47-1	O=C1C2=C(OC3=C1C=CC=C3)C=CC=C2
3347-22-6	O=C1C2=C(SC(C#N)=C(S2)C#N)C(=O)C2=C1C=CC=C2
129-56-6	O=C1C2=C3C(NN=C3C3=CC=CC=C13)=CC=C2
486-25-9	O=C1C2=CC=CC=C2C2=CC=CC=C12
1210-35-1	O=C1C2=CC=CC=C2CCC2=C1C=CC=C2
129273-38-7	O=C1C2CCCCC2C(=O)N1CCCCN1CCN(CC1)C1=NSC2=CC=CC=C12
67-52-7	O=C1CC(=O)NC(=O)N1
533-75-5	O=C1CC=CC=CC1=O
66-22-8	O=C1CC=NC(=O)N1
141-90-2	O=C1CC=NC(=S)N1
1075-89-4	O=C1CC2(CCCC2)CC(=O)N1
36505-84-7	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1
124756-23-6	O=C1CC2(CCCC2)CC(=O)N1CCNCC1COC2=C(O1)C=CC=C2
615-13-4	O=C1CC2=CC=CC=C2C1
13380-94-4	O=C1CC2CC1C1CCCC21
123-56-8	O=C1CCC(=O)N1
108-30-5	O=C1CCC(=O)O1
14051-33-3	O=C1CCC(C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C1=CC=CC=C1
92-68-2	O=C1CCC(CC1)C1CCCCC1
84243-58-3	O=C1CCC(N=N1)C1=CC=C(C=C1)N1C=CN=C1
16867-04-2	O=C1CCC=NC1=O
119-84-6	O=C1CCC2=C(O1)C=CC=C2
73963-72-1	O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1
504-02-9	O=C1CCCC(=O)C1
108-55-4	O=C1CCCC(=O)O1
930-68-7	O=C1CCCC=C1
120-92-3	O=C1CCCC1
3331-46-2	O=C1CCCC2=C1C=C1C=CC3=C4C(C=CC2=C14)=CC=C3
529-34-0	O=C1CCCC2=C1C=CC=C2
108-94-1	O=C1CCCCC1
90-42-6	O=C1CCCCC1C1CCCCC1
534-84-9	O=C1CCCCC1CN1CCCCC1
54982-83-1	O=C1CCCCCCCCCCC(=O)OCCO1
37609-25-9	O=C1CCCCCCCCCCC=CCCC1
830-13-7	O=C1CCCCCCCCCCC1
105-95-3	O=C1CCCCCCCCCCCC(=O)OCCO1
502-72-7	O=C1CCCCCCCCCCCCCC1
109-29-5	O=C1CCCCCCCCCCCCCCCO1
106-02-5	O=C1CCCCCCCCCCCCCCO1
947-04-6	O=C1CCCCCCCCCCCN1
6707-60-4	O=C1CCCCCCCCCCOCCCCO1
105-60-2	O=C1CCCCCN1
23847-08-7	O=C1CCCCCN1SSN1CCCCCC1=O
502-44-3	O=C1CCCCCO1
542-28-9	O=C1CCCCO1
616-45-5	O=C1CCCN1
6837-24-7	O=C1CCCN1C1CCCCC1
96-48-0	O=C1CCCO1
92-43-3	O=C1CCN(N1)C1=CC=CC=C1
57-57-8	O=C1CCO1
60940-34-3	O=C1N([Se]C2=C1C=CC=C2)C1=CC=CC=C1
105431-72-9	O=C1N(C2=CC=CC=C2C1(CC1=CC=NC=C1)CC1=CC=NC=C1)C1=CC=CC=C1
50-35-1	O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
2451-62-9	O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1
NOCAS_48172	O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2
95847-70-4	O=C1N(CCCCN2CCN(CC2)C2=NC=CC=N2)S(=O)(=O)C2=CC=CC=C12
17796-82-6	O=C1N(SC2CCCCC2)C(=O)C2=C1C=CC=C2
119-39-1	O=C1N=NCC2=C1C=CC=C2
90-16-4	O=C1N=NNC2=C1C=CC=C2
21626-89-1	O=C1N2CC3=C(C=CC=C3)C(=O)N2CC2=CC=CC=C12
6010-91-9	O=C1NC(=O)C(=O)C(=O)N1
630-93-3	O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
57-41-0	O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
541-59-3	O=C1NC(=O)C=C1
85-41-6	O=C1NC(=O)C2=C1C=CC=C2
1074-82-4	O=C1NC(=O)C2=C1C=CC=C2
2037-95-8	O=C1NC(=O)C2=CC=CC=C2O1
81-83-4	O=C1NC(=O)C2=CC=CC3=C2C1=CC=C3
1469-48-3	O=C1NC(=O)C2CC=CCC12
85-40-5	O=C1NC(=O)C2CC=CCC12
902261-63-6	O=C1NC=NC2=C1C(CN1CCCCC1)=CN2
491-36-1	O=C1NC=NC2=C1C=CC=C2
68-94-0	O=C1NC=NC2=C1NC=N2
118-48-9	O=C1NC2=C(C=CC=C2)C(=O)O1
91-56-5	O=C1NC2=C(C=CC=C2)C1=O
20662-53-7	O=C1NC2=C(C=CC=C2)N1C1CCNCC1
60607-34-3	O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
59-49-4	O=C1NC2=C(O1)C=CC=C2
2465-59-0	O=C1NC2=NNC=C2C(=O)N1
5053-08-7	O=C1NCC2(CCN(CCC3=CC=CC=C3)CC2)O1
120-93-4	O=C1NCCN1
1054-88-2	O=C1NCN(C2=CC=CC=C2)C11CCN(CC2COC3=C(O2)C=CC=C3)CC1
123-33-1	O=C1NNC(=O)C=C1
7364-25-2	O=C1NNC2=C1C=CC=C2
64603-91-4	O=C1NOC2=C1CCNC2
81-07-2	O=C1NS(=O)(=O)C2=C1C=CC=C2
128-44-9	O=C1NS(=O)(=O)C2=C1C=CC=C2
82385-42-0	O=C1NS(=O)(=O)C2=C1C=CC=C2
2634-33-5	O=C1NSC2=C1C=CC=C2
108-31-6	O=C1OC(=O)C=C1
2420-87-3	O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O
1823-59-2	O=C1OC(=O)C2=C1C=CC(OC1=CC3=C(C=C1)C(=O)OC3=O)=C2
85-44-9	O=C1OC(=O)C2=C1C=CC=C2
81-84-5	O=C1OC(=O)C2=C3C(C=CC=C13)=CC=C2
81-30-1	O=C1OC(=O)C2=C3C1=CC=C1C(=O)OC(=O)C(C=C2)=C31
89-32-7	O=C1OC(=O)C2=CC3=C(C=C12)C(=O)OC3=O
826-62-0	O=C1OC(=O)C2C3CC(C=C3)C12
85-43-8	O=C1OC(=O)C2CC=CCC12
85-42-7	O=C1OC(=O)C2CCCCC12
18174-58-8	O=C1OC(CCN2CCCCC2)OC1(C1=CC=CC=C1)C1=CC=CC=C1
5836-29-3	O=C1OC2=C(C=CC=C2)C(=O)C1C1CCCC2=C1C=CC=C2
66-76-2	O=C1OC2=C(C=CC=C2)C(=O)C1CC1C(=O)OC2=C(C=CC=C2)C1=O
91-64-5	O=C1OC2=C(C=CC=C2)C=C1
87-41-2	O=C1OCC2=CC=CC=C12
96-49-1	O=C1OCCO1
1074-12-0	O=CC(=O)C1=CC=CC=C1
1210-39-5	O=CC=C(C1=CC=CC=C1)C1=CC=CC=C1
104-55-2	O=CC=CC1=CC=CC=C1
14371-10-9	O=CC=CC1=CC=CC=C1
39511-08-5	O=CC=CC1=CC=CO1
107-22-2	O=CC=O
39515-51-0	O=CC1=CC(OC2=CC=CC=C2)=CC=C1
120-57-0	O=CC1=CC=C2OCOC2=C1
100-52-7	O=CC1=CC=CC=C1
643-79-8	O=CC1=CC=CC=C1C=O
98-01-1	O=CC1=CC=CO1
4265-16-1	O=CC1=CC2=C(O1)C=CC=C2
1489-69-6	O=CC1CC1
100-50-5	O=CC1CCC=CC1
122-78-1	O=CCC1=CC=CC=C1
104-53-0	O=CCCC1=CC=CC=C1
111-30-8	O=CCCCC=O
2591-86-8	O=CN1CCCCC1
4394-85-8	O=CN1CCOCC1
103-70-8	O=CNC1=CC=CC=C1
628-36-4	O=CNNC=O
156-10-5	O=NC1=CC=C(NC2=CC=CC=C2)C=C1
105-11-3	O=NC1C=CC(C=C1)N=O
1192-28-5	O=NC1CCCC1
100-64-1	O=NC1CCCCC1
557-30-2	O=NCCN=O
86-30-6	O=NN(C1=CC=CC=C1)C1=CC=CC=C1
930-55-2	O=NN1CCCC1
100-75-4	O=NN1CCCCC1
932-83-2	O=NN1CCCCCC1
20917-49-1	O=NN1CCCCCCC1
140-79-4	O=NN1CCN(CC1)N=O
5632-47-3	O=NN1CCNCC1
59-89-2	O=NN1CCOCC1
791-28-6	O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
115-86-6	O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1
4712-55-4	O=P(OC1=CC=CC=C1)OC1=CC=CC=C1
35948-25-5	O=P1OC2=C(C=CC=C2)C2=C1C=CC=C2
127-63-9	O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1
105628-07-7	O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2
77-79-2	O=S1(=O)CC=CC1
126-33-0	O=S1(=O)CCCC1
1120-71-4	O=S1(=O)CCCO1
1072-53-3	O=S1(=O)OCCO1
3741-38-6	O=S1OCCO1
110-00-9	O1C=CC=C1
271-89-6	O1C=CC2=C1C=CC=C2
132-64-9	O1C2=CC=CC=C2C2=C1C=CC=C2
262-12-4	O1C2=CC=CC=C2OC2=C1C=CC=C2
262-20-4	O1C2=CC=CC=C2SC2=CC=CC=C12
156-06-9	OC(=O)C(=O)CC1=CC=CC=C1
392-12-1	OC(=O)C(=O)CC1=CNC2=C1C=CC=C2
53882-12-5	OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N
114607-46-4	OC(=O)C(=O)NC1=CC=CC(=C1)C1=NN=NN1
75-96-7	OC(=O)C(Br)(Br)Br
631-64-1	OC(=O)C(Br)Br
600-05-5	OC(=O)C(Br)CBr
