"","cas","cluster","inchikey","target_gene"
"5367","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","CACNB1"
"5368","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","CACNB2"
"5369","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","CACNB3"
"5370","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","CACNB4"
"5371","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","CACNG1"
"5372","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","CYP11B2"
"5373","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","NR3C1"
"5374","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","NR3C2"
"5375","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","PGR"
"5376","52-01-7",48,"LXMSZDCAJNLERA-UHFFFAOYSA-N","SHBG"
"5377","52-21-1",4,"LRJOMUJRLNCICJ-UHFFFAOYSA-N","NR3C1"
"5378","52-24-4",8,"FOCVUCIESVLUNU-UHFFFAOYSA-N","CYP2B6"
"5379","52-24-4",8,"FOCVUCIESVLUNU-UHFFFAOYSA-N","CYP3A4"
"5380","52-49-3",12,"HWHLPVGTWGOCJO-UHFFFAOYSA-N","CHRM1"
"5381","52-49-3",12,"HWHLPVGTWGOCJO-UHFFFAOYSA-N","SIGMAR1"
"5382","52-49-3",12,"HWHLPVGTWGOCJO-UHFFFAOYSA-N","CHRM5"
"5383","52-49-3",12,"HWHLPVGTWGOCJO-UHFFFAOYSA-N","CHRM3"
"5384","52-49-3",12,"HWHLPVGTWGOCJO-UHFFFAOYSA-N","CHRM4"
"5385","52-49-3",12,"HWHLPVGTWGOCJO-UHFFFAOYSA-N","CHRM2"
"5386","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1A"
"5387","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1B"
"5388","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1C"
"5389","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1D"
"5390","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1F"
"5391","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1G"
"5392","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1I"
"5393","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1S"
"5394","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNB1"
"5395","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNB2"
"5396","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNB3"
"5397","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNB4"
"5398","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CYP3A4"
"5399","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNA10"
"5400","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNA7"
"5401","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNH2"
"5402","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNJ11"
"5403","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","NALCN"
"5404","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SCN5A"
"5405","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SLC29A4"
"5406","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SLC6A4"
"5407","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","ABCB1"
"5408","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNJ6"
"5409","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","TPCN2"
"5410","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","TPCN1"
"5411","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","DRD3"
"5412","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","ABCG2"
"5413","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNA3"
"5414","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNC2"
"5415","52-53-9",31,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","ABCC1"
"5416","52-68-6",134,"NFACJZMKEDPNKN-UHFFFAOYSA-N","ACHE"
"5417","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","DRD1"
"5418","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","DRD2"
"5419","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","DRD3"
"5420","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","DRD4"
"5421","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","DRD5"
"5422","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","GRIN2B"
"5423","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","HRH1"
"5424","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","HTR1A"
"5425","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","HTR1D"
"5426","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","HTR2A"
"5427","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","HTR2B"
"5428","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","HTR7"
"5429","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","KCNH1"
"5430","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","EBP"
"5431","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","ABCB1"
"5432","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","KCNJ6"
"5433","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","TMEM97"
"5434","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","SIGMAR1"
"5435","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","ADRA1D"
"5436","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","ADRA1A"
"5437","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","KCNK2"
"5438","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","H1F0"
"5439","52-86-8",131,"LNEPOXFFQSENCJ-UHFFFAOYSA-N","KCNH2"
"5440","52-88-0",75,"PIPAJLPNWZMYQA-UHFFFAOYSA-N","CHRM1"
"5441","52-88-0",75,"PIPAJLPNWZMYQA-UHFFFAOYSA-N","CHRM2"
"5442","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","CARS"
"5443","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","CARS2"
"5444","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","CBS"
"5445","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","CDO-1"
"5446","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","CDO1"
"5447","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","CSAD"
"5448","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","CTH"
"5449","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","GCLC"
"5450","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","GCLM"
"5451","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","GOT1"
"5452","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","GSS"
"5453","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","MGMT"
"5454","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","NFS1"
"5455","52-89-1",135,"XUJNEKJLAYXESH-UHFFFAOYSA-N","SLC19A3"
"5456","520-27-4",102,"GZSOSUNBTXMUFQ-UHFFFAOYSA-N","AHR"
"5457","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","AKR1B1"
"5458","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","AR"
"5459","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","CDK6"
"5460","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","CFTR"
"5461","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","CYP19A1"
"5462","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","CYP1B1"
"5463","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","HSD17B1"
"5464","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","CYP1A2"
"5465","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","DPP4"
"5466","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","PSMB5"
"5467","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","TTR"
"5468","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","CYP1A1"
"5469","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","XDH"
"5470","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","ACHE"
"5471","520-36-5",105,"KZNIFHPLKGYRTM-UHFFFAOYSA-N","MAOA"
"5472","520-52-5",115,"QVDSEJDULKLHCG-UHFFFAOYSA-N","HTR2B"
"5473","520-53-6",60,"SPCIYGNTAMCTRO-UHFFFAOYSA-N","HTR2A"
"5474","520-53-6",60,"SPCIYGNTAMCTRO-UHFFFAOYSA-N","HTR2C"
"5475","520-53-6",60,"SPCIYGNTAMCTRO-UHFFFAOYSA-N","HTR2B"
"5476","520-85-4",4,"FRQMUZJSZHZSGN-UHFFFAOYSA-N","PGR"
"5477","520-85-4",4,"FRQMUZJSZHZSGN-UHFFFAOYSA-N","NR3C1"
"5478","521-17-5",92,"QADHLRWLCPCEKT-UHFFFAOYSA-N","ESR1"
"5479","521-17-5",92,"QADHLRWLCPCEKT-UHFFFAOYSA-N","ESR2"
"5480","521-17-5",92,"QADHLRWLCPCEKT-UHFFFAOYSA-N","SHBG"
"5481","521-18-6",104,"NVKAWKQGWWIWPM-UHFFFAOYSA-N","SHBG"
"5482","521-18-6",104,"NVKAWKQGWWIWPM-UHFFFAOYSA-N","CYP19A1"
"5483","521-18-6",104,"NVKAWKQGWWIWPM-UHFFFAOYSA-N","AR"
"5484","521-74-4",144,"ZDASUJMDVPTNTF-UHFFFAOYSA-N","HSP90AA1"
"5485","521-78-8",132,"ZSCDBOWYZJWBIY-UHFFFAOYSA-N","SLC6A2"
"5486","521-78-8",132,"ZSCDBOWYZJWBIY-UHFFFAOYSA-N","SLC6A3"
"5487","521-78-8",132,"ZSCDBOWYZJWBIY-UHFFFAOYSA-N","SLC6A4"
"5488","522-48-5",138,"BYJAVTDNIXVSPW-UHFFFAOYSA-N","ADRA2B"
"5489","522-48-5",138,"BYJAVTDNIXVSPW-UHFFFAOYSA-N","ADRA2C"
"5490","522-48-5",138,"BYJAVTDNIXVSPW-UHFFFAOYSA-N","ADRA1B"
"5491","522-48-5",138,"BYJAVTDNIXVSPW-UHFFFAOYSA-N","ADRA2A"
"5492","522-48-5",138,"BYJAVTDNIXVSPW-UHFFFAOYSA-N","ADRA1D"
"5493","522-48-5",138,"BYJAVTDNIXVSPW-UHFFFAOYSA-N","ADRA1A"
"5494","522-97-4",42,"VZTUIEROBZXUFA-UHFFFAOYSA-N","CYP2D6"
"5495","522-97-4",42,"VZTUIEROBZXUFA-UHFFFAOYSA-N","DRD1"
"5496","522-97-4",42,"VZTUIEROBZXUFA-UHFFFAOYSA-N","DRD2"
"5497","522-97-4",42,"VZTUIEROBZXUFA-UHFFFAOYSA-N","F3"
"5498","522-97-4",42,"VZTUIEROBZXUFA-UHFFFAOYSA-N","DRD5"
"5499","52214-84-3",77,"KPSRODZRAIWAKH-UHFFFAOYSA-N","PPARA"
"5500","523-87-5",132,"ZZVUWRFHKOJYTH-UHFFFAOYSA-N","HRH1"
"5501","523-87-5",132,"ZZVUWRFHKOJYTH-UHFFFAOYSA-N","SIGMAR1"
"5502","523-87-5",132,"ZZVUWRFHKOJYTH-UHFFFAOYSA-N","CHRM3"
"5503","523-87-5",132,"ZZVUWRFHKOJYTH-UHFFFAOYSA-N","CHRM4"
"5504","523-87-5",132,"ZZVUWRFHKOJYTH-UHFFFAOYSA-N","CHRM1"
"5505","523-87-5",132,"ZZVUWRFHKOJYTH-UHFFFAOYSA-N","KCNH2"
"5506","52417-22-8",45,"XJGFWWJLMVZSIG-UHFFFAOYSA-N","NQO2"
"5507","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","CACNA1G"
"5508","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","CACNA1H"
"5509","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","CACNA1I"
"5510","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","CALM1"
"5511","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","HRH1"
"5512","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","CYP2J2"
"5513","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","SLC6A3"
"5514","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","SLC6A4"
"5515","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","SIGMAR1"
"5516","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","CACNA1B"
"5517","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","DRD3"
"5518","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","ADRA2C"
"5519","52468-60-7",82,"SMANXXCATUTDDT-UHFFFAOYSA-N","KCNH2"
"5520","52479-85-3",72,"XEDWWPGWIXPVRQ-UHFFFAOYSA-N","TYR"
"5521","526-08-9",78,"QWCJHSGMANYXCW-UHFFFAOYSA-N","DHPS"
"5522","526-08-9",78,"QWCJHSGMANYXCW-UHFFFAOYSA-N","CYP2C9"
"5523","527680-56-4",11,"LUVXHMJTVXZFPD-UHFFFAOYSA-N","CHRNA7"
"5524","52806-53-8",95,"YPQLFJODEKMJEF-UHFFFAOYSA-N","AR"
"5525","53-03-2",17,"XOFYZVNMUHMLCC-UHFFFAOYSA-N","HSD11B1"
"5526","53-03-2",17,"XOFYZVNMUHMLCC-UHFFFAOYSA-N","NR3C1"
"5527","53-06-5",17,"MFYSYFVPBJMHGN-UHFFFAOYSA-N","NR3C1"
"5528","53-16-7",104,"DNXHEGUUPJUMQT-UHFFFAOYSA-N","ESR1"
"5529","53-16-7",104,"DNXHEGUUPJUMQT-UHFFFAOYSA-N","ESR2"
"5530","53-16-7",104,"DNXHEGUUPJUMQT-UHFFFAOYSA-N","HSD17B1"
"5531","53-16-7",104,"DNXHEGUUPJUMQT-UHFFFAOYSA-N","SHBG"
"5532","53-19-0",63,"JWBOIMRXGHLCPP-UHFFFAOYSA-N","CYP11A1"
"5533","53-19-0",63,"JWBOIMRXGHLCPP-UHFFFAOYSA-N","CYP11B1"
"5534","53-19-0",63,"JWBOIMRXGHLCPP-UHFFFAOYSA-N","ESR1"
"5535","53-19-0",63,"JWBOIMRXGHLCPP-UHFFFAOYSA-N","SLC6A2"
"5536","53-19-0",63,"JWBOIMRXGHLCPP-UHFFFAOYSA-N","SLC6A3"
"5537","53-34-9",4,"MYYIMZRZXIQBGI-UHFFFAOYSA-N","NR3C1"
"5538","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","ESR1"
"5539","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","ESR2"
"5540","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","G6PD"
"5541","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRA1"
"5542","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRA2"
"5543","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRA3"
"5544","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRA4"
"5545","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRA5"
"5546","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRA6"
"5547","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRB1"
"5548","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRB2"
"5549","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRB3"
"5550","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRD"
"5551","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRE"
"5552","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRG1"
"5553","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRG2"
"5554","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRG3"
"5555","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRP"
"5556","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GABRQ"
"5557","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GRIN1"
"5558","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GRIN2A"
"5559","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GRIN2B"
"5560","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GRIN2C"
"5561","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GRIN2D"
"5562","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GRIN3A"
"5563","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","GRIN3B"
"5564","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","HSD17B1"
"5565","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","NR1I2"
"5566","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","NR1I3"
"5567","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","PPARA"
"5568","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","SIGMAR1"
"5569","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","SULT2A1"
"5570","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","SULT2B1"
"5571","53-43-0",104,"FMGSKLZLMKYGDP-UHFFFAOYSA-N","SHBG"
"5572","53-46-3",138,"GZHFODJQISUKAY-UHFFFAOYSA-N","CHRM1"
"5573","53-46-3",138,"GZHFODJQISUKAY-UHFFFAOYSA-N","HRH2"
"5574","53-46-3",138,"GZHFODJQISUKAY-UHFFFAOYSA-N","CHRM5"
"5575","53-46-3",138,"GZHFODJQISUKAY-UHFFFAOYSA-N","CHRM3"
"5576","53-46-3",138,"GZHFODJQISUKAY-UHFFFAOYSA-N","CHRM4"
"5577","53-46-3",138,"GZHFODJQISUKAY-UHFFFAOYSA-N","CHRM2"
"5578","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","ADRA1A"
"5579","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","ADRA1B"
"5580","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","ADRA1D"
"5581","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","CHRM1"
"5582","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","CHRM2"
"5583","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","CHRM3"
"5584","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","CHRM4"
"5585","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","CHRM5"
"5586","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","DRD1"
"5587","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","DRD2"
"5588","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","DRD3"
"5589","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","DRD4"
"5590","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","HRH1"
"5591","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","HTR2A"
"5592","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","HTR2C"
"5593","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","CYP2D6"
"5594","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","SLC6A2"
"5595","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","SLC6A4"
"5596","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","SIGMAR1"
"5597","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","ADRA2B"
"5598","53-60-1",132,"ZGUGWUXLJSTTMA-UHFFFAOYSA-N","ADRA2C"
"5599","53-70-3",85,"LHRCREOYAASXPZ-UHFFFAOYSA-N","CYP1B1"
"5600","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","GLO1"
"5601","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","PLA2G2A"
"5602","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","PPARA"
"5603","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","PPARG"
"5604","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","PTGDR2"
"5605","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","PTGR2"
"5606","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","PTGS1"
"5607","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","PTGS2"
"5608","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","SLC46A1"
"5609","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","MT-CO2"
"5610","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","TBXAS1"
"5611","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","NAPRT"
"5612","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","AKR1C3"
"5613","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","ALB"
"5614","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","AR"
"5615","53-86-1",35,"CGIGDMFJXJATDK-UHFFFAOYSA-N","CXCL8"
"5616","53-96-3",97,"CZIHNRWJTSTCEX-UHFFFAOYSA-N","CYP1A2"
"5617","53-96-3",97,"CZIHNRWJTSTCEX-UHFFFAOYSA-N","MAOA"
"5618","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","AKR1C3"
"5619","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","ANO1"
"5620","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","AR"
"5621","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJA1"
"5622","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJA10"
"5623","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJA3"
"5624","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJA4"
"5625","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJA5"
"5626","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJA8"
"5627","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJA9"
"5628","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJB1"
"5629","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJB2"
"5630","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJB3"
"5631","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJB4"
"5632","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJB5"
"5633","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJB6"
"5634","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJB7"
"5635","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJC1"
"5636","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJC2"
"5637","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJC3"
"5638","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJD2"
"5639","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJD3"
"5640","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJD4"
"5641","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","GJE1"
"5642","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","PANX1"
"5643","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","PANX2"
"5644","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","PANX3"
"5645","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","PKD2L1"
"5646","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","PTGS1"
"5647","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","PTGS2"
"5648","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","TRPC5"
"5649","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","TRPM2"
"5650","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","TRPM5"
"5651","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","TRPM4"
"5652","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","TRPA1"
"5653","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","NAPRT"
"5654","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","AKR1C2"
"5655","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","AKR1B10"
"5656","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","AKR1C1"
"5657","530-78-9",35,"LPEPZBJOKDYZAD-UHFFFAOYSA-N","KCNT2"
"5658","5300-03-8",108,"SHGAZHPCJJPHSC-UHFFFAOYSA-N","RARA"
